counterfactual_id,event_id,subscription_id,candidate_type,candidate_datetime,recovery_probability_latent,recovered_within_14d,recovered_at,recovered_via,amount_recovered
cfo_SYN002237,evt_SYN000447,sub_SYN00288,payday_window,2026-02-26 10:00:00,0.965752,True,2026-02-28 06:11:00,customer_self_serve,743.0
cfo_SYN002238,evt_SYN000447,sub_SYN00288,plus_3_days,2026-02-22 17:07:00,0.869177,True,2026-03-05 01:13:00,auto_retry,743.0
cfo_SYN002239,evt_SYN000447,sub_SYN00288,month_end_window,2026-02-28 14:00:00,0.98,True,2026-03-05 01:13:00,customer_self_serve,743.0
cfo_SYN002240,evt_SYN000448,sub_SYN00288,immediate,2026-03-20 06:02:00,0.577513,False,,none,0.0
cfo_SYN002241,evt_SYN000448,sub_SYN00288,plus_1_day_morning,2026-03-21 09:02:00,0.70035,False,,none,0.0
cfo_SYN002242,evt_SYN000448,sub_SYN00288,payday_window,2026-03-29 10:00:00,0.978449,True,2026-03-31 03:01:00,auto_retry,743.0
cfo_SYN002243,evt_SYN000448,sub_SYN00288,plus_3_days,2026-03-23 16:32:00,0.98,True,2026-03-25 00:31:00,auto_retry,743.0
cfo_SYN002244,evt_SYN000448,sub_SYN00288,month_end_window,2026-03-31 14:00:00,0.958465,True,2026-04-02 02:40:00,auto_retry,743.0
cfo_SYN002245,evt_SYN000449,sub_SYN00289,immediate,2026-01-02 06:56:00,0.920925,False,,none,0.0
cfo_SYN002246,evt_SYN000449,sub_SYN00289,plus_1_day_morning,2026-01-03 11:22:00,0.98,True,2026-01-08 00:14:00,auto_retry,123.0
cfo_SYN002247,evt_SYN000449,sub_SYN00289,payday_window,2026-01-03 10:00:00,0.876214,True,2026-01-13 07:45:00,customer_self_serve,123.0
cfo_SYN002248,evt_SYN000449,sub_SYN00289,plus_3_days,2026-01-05 18:55:00,0.87259,False,,none,0.0
cfo_SYN002249,evt_SYN000449,sub_SYN00289,month_end_window,2026-01-31 14:00:00,0.964684,False,,none,0.0
cfo_SYN002250,evt_SYN000450,sub_SYN00290,immediate,2026-05-13 00:30:00,0.4998,False,,none,0.0
cfo_SYN002251,evt_SYN000450,sub_SYN00290,plus_1_day_morning,2026-05-13 11:02:00,0.653807,True,2026-05-14 02:27:00,customer_self_serve,824.0
cfo_SYN002252,evt_SYN000450,sub_SYN00290,payday_window,2026-05-29 10:00:00,0.472864,False,,none,0.0
cfo_SYN002253,evt_SYN000450,sub_SYN00290,plus_3_days,2026-05-15 15:04:00,0.449859,True,2026-05-26 23:23:00,auto_retry,824.0
cfo_SYN002254,evt_SYN000450,sub_SYN00290,month_end_window,2026-05-31 14:00:00,0.648041,False,,none,0.0
cfo_SYN002255,evt_SYN000451,sub_SYN00290,immediate,2026-06-02 12:17:00,0.657782,True,2026-06-03 14:07:00,auto_retry,824.0
cfo_SYN002256,evt_SYN000451,sub_SYN00290,plus_1_day_morning,2026-06-03 10:03:00,0.252827,False,,none,0.0
cfo_SYN002257,evt_SYN000451,sub_SYN00290,payday_window,2026-06-03 10:00:00,0.283082,False,,none,0.0
cfo_SYN002258,evt_SYN000451,sub_SYN00290,plus_3_days,2026-06-05 13:24:00,0.35922,True,2026-06-07 04:57:00,auto_retry,824.0
cfo_SYN002259,evt_SYN000451,sub_SYN00290,month_end_window,2026-06-30 14:00:00,0.554829,False,,none,0.0
cfo_SYN002260,evt_SYN000452,sub_SYN00290,immediate,2026-07-08 14:03:00,0.07191,False,,none,0.0
cfo_SYN002261,evt_SYN000452,sub_SYN00290,plus_1_day_morning,2026-07-09 10:48:00,0.757061,True,2026-07-12 04:13:00,customer_self_serve,824.0
cfo_SYN002262,evt_SYN000452,sub_SYN00290,payday_window,2026-07-29 10:00:00,0.594841,False,,none,0.0
cfo_SYN002263,evt_SYN000452,sub_SYN00290,plus_3_days,2026-07-11 19:54:00,0.627436,True,2026-07-22 13:31:00,auto_retry,824.0
cfo_SYN002264,evt_SYN000452,sub_SYN00290,month_end_window,2026-07-31 14:00:00,0.498926,False,,none,0.0
cfo_SYN002265,evt_SYN000453,sub_SYN00290,immediate,2026-08-19 20:12:00,0.105556,False,,none,0.0
cfo_SYN002266,evt_SYN000453,sub_SYN00290,plus_1_day_morning,2026-08-20 08:06:00,0.625709,True,2026-08-22 17:52:00,auto_retry,824.0
cfo_SYN002267,evt_SYN000453,sub_SYN00290,payday_window,2026-08-29 10:00:00,0.827085,True,2026-09-01 03:21:00,auto_retry,824.0
cfo_SYN002268,evt_SYN000453,sub_SYN00290,plus_3_days,2026-08-22 11:58:00,0.653858,False,,none,0.0
cfo_SYN002269,evt_SYN000453,sub_SYN00290,month_end_window,2026-08-31 14:00:00,0.653742,True,2026-09-02 18:18:00,customer_self_serve,824.0
cfo_SYN002270,evt_SYN000454,sub_SYN00291,immediate,2026-03-22 18:26:00,0.864342,True,2026-03-25 07:14:00,auto_retry,188.0
cfo_SYN002271,evt_SYN000454,sub_SYN00291,plus_1_day_morning,2026-03-23 11:24:00,0.923564,True,2026-03-24 00:17:00,auto_retry,188.0
cfo_SYN002272,evt_SYN000454,sub_SYN00291,payday_window,2026-03-29 10:00:00,0.913787,True,2026-04-01 03:50:00,customer_self_serve,188.0
cfo_SYN002273,evt_SYN000454,sub_SYN00291,plus_3_days,2026-03-25 16:45:00,0.953019,True,2026-04-02 08:33:00,auto_retry,188.0
cfo_SYN002274,evt_SYN000454,sub_SYN00291,month_end_window,2026-03-31 14:00:00,0.855612,False,,none,0.0
cfo_SYN002275,evt_SYN000455,sub_SYN00291,immediate,2026-06-05 21:11:00,0.963074,True,2026-06-07 09:26:00,customer_self_serve,162.21
cfo_SYN002276,evt_SYN000455,sub_SYN00291,plus_1_day_morning,2026-06-06 08:19:00,0.926607,True,2026-06-07 00:06:00,auto_retry,188.0
cfo_SYN002277,evt_SYN000455,sub_SYN00291,payday_window,2026-06-28 10:00:00,0.974883,False,,none,0.0
cfo_SYN002278,evt_SYN000455,sub_SYN00291,plus_3_days,2026-06-08 10:23:00,0.973017,True,2026-06-10 12:04:00,customer_self_serve,188.0
cfo_SYN002279,evt_SYN000455,sub_SYN00291,month_end_window,2026-06-30 14:00:00,0.941935,False,,none,0.0
cfo_SYN002280,evt_SYN000456,sub_SYN00292,immediate,2024-10-20 17:31:00,0.224899,False,,none,0.0
cfo_SYN002281,evt_SYN000456,sub_SYN00292,plus_1_day_morning,2024-10-21 11:42:00,0.091908,False,,none,0.0
cfo_SYN002282,evt_SYN000456,sub_SYN00292,payday_window,2024-10-29 10:00:00,0.280594,True,2024-11-03 16:45:00,customer_self_serve,182.0
cfo_SYN002283,evt_SYN000456,sub_SYN00292,plus_3_days,2024-10-23 10:26:00,0.14881,False,,none,0.0
cfo_SYN002284,evt_SYN000456,sub_SYN00292,month_end_window,2024-10-31 14:00:00,0.295189,False,,none,0.0
cfo_SYN002285,evt_SYN000457,sub_SYN00293,immediate,2025-01-14 04:07:00,0.808622,False,,none,0.0
cfo_SYN002286,evt_SYN000457,sub_SYN00293,plus_1_day_morning,2025-01-15 10:48:00,0.853143,False,,none,0.0
cfo_SYN002287,evt_SYN000457,sub_SYN00293,payday_window,2025-01-29 10:00:00,0.89835,False,,none,0.0
cfo_SYN002288,evt_SYN000457,sub_SYN00293,plus_3_days,2025-01-17 11:53:00,0.93662,True,2025-01-20 09:34:00,auto_retry,489.0
cfo_SYN002289,evt_SYN000457,sub_SYN00293,month_end_window,2025-01-31 14:00:00,0.965674,False,,none,0.0
cfo_SYN002290,evt_SYN000458,sub_SYN00294,immediate,2026-05-13 11:05:00,0.218629,True,2026-05-17 21:55:00,auto_retry,3573.0
cfo_SYN002291,evt_SYN000458,sub_SYN00294,plus_1_day_morning,2026-05-14 08:39:00,0.150957,False,,none,0.0
cfo_SYN002292,evt_SYN000458,sub_SYN00294,payday_window,2026-05-29 10:00:00,0.227151,False,,none,0.0
cfo_SYN002293,evt_SYN000458,sub_SYN00294,plus_3_days,2026-05-16 16:52:00,0.284367,True,2026-05-19 15:21:00,customer_self_serve,3573.0
cfo_SYN002294,evt_SYN000458,sub_SYN00294,month_end_window,2026-05-31 14:00:00,0.338976,False,,none,0.0
cfo_SYN002295,evt_SYN000459,sub_SYN00294,immediate,2026-06-22 04:33:00,0.135907,False,,none,0.0
cfo_SYN002296,evt_SYN000459,sub_SYN00294,plus_1_day_morning,2026-06-23 08:51:00,0.234761,False,,none,0.0
cfo_SYN002297,evt_SYN000459,sub_SYN00294,payday_window,2026-06-28 10:00:00,0.311819,False,,none,0.0
cfo_SYN002298,evt_SYN000459,sub_SYN00294,plus_3_days,2026-06-25 09:28:00,0.141883,False,,none,0.0
cfo_SYN002299,evt_SYN000459,sub_SYN00294,month_end_window,2026-06-30 14:00:00,0.357702,True,2026-07-02 08:14:00,customer_self_serve,3573.0
cfo_SYN002300,evt_SYN000460,sub_SYN00295,immediate,2025-08-06 12:39:00,0.178941,False,,none,0.0
cfo_SYN002301,evt_SYN000460,sub_SYN00295,plus_1_day_morning,2025-08-07 10:28:00,0.19217,False,,none,0.0
cfo_SYN002302,evt_SYN000460,sub_SYN00295,payday_window,2025-08-29 10:00:00,0.128398,False,,none,0.0
cfo_SYN002303,evt_SYN000460,sub_SYN00295,plus_3_days,2025-08-09 18:04:00,0.09382,False,,none,0.0
cfo_SYN002304,evt_SYN000460,sub_SYN00295,month_end_window,2025-08-31 14:00:00,0.081158,False,,none,0.0
cfo_SYN002305,evt_SYN000461,sub_SYN00296,immediate,2025-10-03 20:22:00,0.178909,False,,none,0.0
cfo_SYN002306,evt_SYN000461,sub_SYN00296,plus_1_day_morning,2025-10-04 10:30:00,0.09682,False,,none,0.0
cfo_SYN002307,evt_SYN000461,sub_SYN00296,payday_window,2025-10-29 10:00:00,0.071643,False,,none,0.0
cfo_SYN002308,evt_SYN000461,sub_SYN00296,plus_3_days,2025-10-06 09:27:00,0.053557,False,,none,0.0
cfo_SYN002309,evt_SYN000461,sub_SYN00296,month_end_window,2025-10-31 14:00:00,0.030456,False,,none,0.0
cfo_SYN002310,evt_SYN000462,sub_SYN00297,immediate,2026-04-11 12:21:00,0.62224,True,2026-04-13 06:43:00,customer_self_serve,192.0
cfo_SYN002311,evt_SYN000462,sub_SYN00297,plus_1_day_morning,2026-04-12 10:06:00,0.097175,True,2026-04-23 13:35:00,customer_self_serve,192.0
cfo_SYN002312,evt_SYN000462,sub_SYN00297,payday_window,2026-04-28 10:00:00,0.216467,False,,none,0.0
cfo_SYN002313,evt_SYN000462,sub_SYN00297,plus_3_days,2026-04-14 16:55:00,0.153118,False,,none,0.0
cfo_SYN002314,evt_SYN000462,sub_SYN00297,month_end_window,2026-04-30 14:00:00,0.695951,False,,none,0.0
cfo_SYN002315,evt_SYN000463,sub_SYN00297,immediate,2026-05-20 16:45:00,0.554474,False,,none,0.0
cfo_SYN002316,evt_SYN000463,sub_SYN00297,plus_1_day_morning,2026-05-21 08:01:00,0.188392,False,,none,0.0
cfo_SYN002317,evt_SYN000463,sub_SYN00297,payday_window,2026-05-29 10:00:00,0.108019,False,,none,0.0
cfo_SYN002318,evt_SYN000463,sub_SYN00297,plus_3_days,2026-05-23 10:20:00,0.495311,False,,none,0.0
cfo_SYN002319,evt_SYN000463,sub_SYN00297,month_end_window,2026-05-31 14:00:00,0.491773,True,2026-06-03 15:08:00,auto_retry,192.0
cfo_SYN002320,evt_SYN000464,sub_SYN00297,immediate,2026-06-29 12:35:00,0.821605,True,2026-07-07 18:00:00,customer_self_serve,192.0
cfo_SYN002321,evt_SYN000464,sub_SYN00297,plus_1_day_morning,2026-06-30 09:58:00,0.461832,True,2026-07-06 03:08:00,auto_retry,192.0
cfo_SYN002322,evt_SYN000464,sub_SYN00297,payday_window,2026-06-30 10:00:00,0.672024,False,,none,0.0
cfo_SYN002323,evt_SYN000464,sub_SYN00297,plus_3_days,2026-07-02 10:45:00,0.477868,False,,none,0.0
cfo_SYN002324,evt_SYN000464,sub_SYN00297,month_end_window,2026-06-30 14:00:00,0.527416,False,,none,0.0
cfo_SYN002325,evt_SYN000465,sub_SYN00298,immediate,2025-12-18 04:46:00,0.448635,True,2025-12-23 16:32:00,auto_retry,452.0
cfo_SYN002326,evt_SYN000465,sub_SYN00298,plus_1_day_morning,2025-12-19 11:31:00,0.244151,False,,none,0.0
cfo_SYN002327,evt_SYN000465,sub_SYN00298,payday_window,2025-12-29 10:00:00,0.166627,True,2026-01-01 03:15:00,auto_retry,452.0
cfo_SYN002328,evt_SYN000465,sub_SYN00298,plus_3_days,2025-12-21 15:00:00,0.407817,False,,none,0.0
cfo_SYN002329,evt_SYN000465,sub_SYN00298,month_end_window,2025-12-31 14:00:00,0.684135,True,2026-01-01 03:15:00,auto_retry,452.0
cfo_SYN002330,evt_SYN000466,sub_SYN00298,immediate,2026-01-08 20:55:00,0.355085,False,,none,0.0
cfo_SYN002331,evt_SYN000466,sub_SYN00298,plus_1_day_morning,2026-01-09 10:42:00,0.371836,False,,none,0.0
cfo_SYN002332,evt_SYN000466,sub_SYN00298,payday_window,2026-01-29 10:00:00,0.667991,False,,none,0.0
cfo_SYN002333,evt_SYN000466,sub_SYN00298,plus_3_days,2026-01-11 12:04:00,0.606359,False,,none,0.0
cfo_SYN002334,evt_SYN000466,sub_SYN00298,month_end_window,2026-01-31 14:00:00,0.536282,False,,none,0.0
cfo_SYN002335,evt_SYN000467,sub_SYN00298,immediate,2026-02-13 12:21:00,0.30837,True,2026-02-27 10:53:00,customer_self_serve,452.0
cfo_SYN002336,evt_SYN000467,sub_SYN00298,plus_1_day_morning,2026-02-14 10:10:00,0.179256,False,,none,0.0
cfo_SYN002337,evt_SYN000467,sub_SYN00298,payday_window,2026-02-26 10:00:00,0.629326,True,2026-02-27 10:53:00,customer_self_serve,452.0
cfo_SYN002338,evt_SYN000467,sub_SYN00298,plus_3_days,2026-02-16 18:00:00,0.465214,False,,none,0.0
cfo_SYN002339,evt_SYN000467,sub_SYN00298,month_end_window,2026-02-28 14:00:00,0.518461,False,,none,0.0
cfo_SYN002340,evt_SYN000468,sub_SYN00298,immediate,2026-03-26 15:47:00,0.283031,False,,none,0.0
cfo_SYN002341,evt_SYN000468,sub_SYN00298,plus_1_day_morning,2026-03-27 08:45:00,0.447437,False,,none,0.0
cfo_SYN002342,evt_SYN000468,sub_SYN00298,payday_window,2026-03-29 10:00:00,0.565878,True,2026-04-03 21:33:00,customer_self_serve,452.0
cfo_SYN002343,evt_SYN000468,sub_SYN00298,plus_3_days,2026-03-29 13:19:00,0.735633,False,,none,0.0
cfo_SYN002344,evt_SYN000468,sub_SYN00298,month_end_window,2026-03-31 14:00:00,0.477812,True,2026-04-09 14:27:00,auto_retry,452.0
cfo_SYN002345,evt_SYN000469,sub_SYN00299,immediate,2026-06-12 04:26:00,0.716787,True,2026-06-13 01:48:00,customer_self_serve,365.97
cfo_SYN002346,evt_SYN000469,sub_SYN00299,plus_1_day_morning,2026-06-13 11:36:00,0.646372,True,2026-06-16 04:27:00,customer_self_serve,386.0
cfo_SYN002347,evt_SYN000469,sub_SYN00299,payday_window,2026-06-28 10:00:00,0.85813,False,,none,0.0
cfo_SYN002348,evt_SYN000469,sub_SYN00299,plus_3_days,2026-06-15 17:00:00,0.824523,True,2026-06-16 22:02:00,auto_retry,386.0
cfo_SYN002349,evt_SYN000469,sub_SYN00299,month_end_window,2026-06-30 14:00:00,0.902068,False,,none,0.0
cfo_SYN002350,evt_SYN000470,sub_SYN00299,immediate,2026-07-04 19:39:00,0.91788,False,,none,0.0
cfo_SYN002351,evt_SYN000470,sub_SYN00299,plus_1_day_morning,2026-07-05 10:09:00,0.970353,True,2026-07-06 05:16:00,auto_retry,386.0
cfo_SYN002352,evt_SYN000470,sub_SYN00299,payday_window,2026-07-29 10:00:00,0.98,False,,none,0.0
cfo_SYN002353,evt_SYN000470,sub_SYN00299,plus_3_days,2026-07-07 14:37:00,0.947239,True,2026-07-07 18:11:00,customer_self_serve,386.0
cfo_SYN002354,evt_SYN000470,sub_SYN00299,month_end_window,2026-07-31 14:00:00,0.941824,False,,none,0.0
cfo_SYN002355,evt_SYN000471,sub_SYN00300,immediate,2026-05-20 23:36:00,0.249323,True,2026-05-30 13:43:00,auto_retry,430.72
cfo_SYN002356,evt_SYN000471,sub_SYN00300,plus_1_day_morning,2026-05-21 10:15:00,0.397159,False,,none,0.0
cfo_SYN002357,evt_SYN000471,sub_SYN00300,payday_window,2026-05-29 10:00:00,0.14197,False,,none,0.0
cfo_SYN002358,evt_SYN000471,sub_SYN00300,plus_3_days,2026-05-23 11:43:00,0.166838,False,,none,0.0
cfo_SYN002359,evt_SYN000471,sub_SYN00300,month_end_window,2026-05-31 14:00:00,0.599139,False,,none,0.0
cfo_SYN002360,evt_SYN000472,sub_SYN00300,immediate,2026-05-31 15:46:00,0.414841,False,,none,0.0
cfo_SYN002361,evt_SYN000472,sub_SYN00300,plus_1_day_morning,2026-06-01 10:47:00,0.409442,False,,none,0.0
cfo_SYN002362,evt_SYN000472,sub_SYN00300,payday_window,2026-06-01 10:00:00,0.519214,True,2026-06-14 14:02:00,customer_self_serve,463.0
cfo_SYN002363,evt_SYN000472,sub_SYN00300,plus_3_days,2026-06-03 15:29:00,0.545461,True,2026-06-14 14:02:00,customer_self_serve,463.0
cfo_SYN002364,evt_SYN000472,sub_SYN00300,month_end_window,2026-06-30 14:00:00,0.186399,False,,none,0.0
cfo_SYN002365,evt_SYN000473,sub_SYN00300,immediate,2026-06-29 07:27:00,0.441626,False,,none,0.0
cfo_SYN002366,evt_SYN000473,sub_SYN00300,plus_1_day_morning,2026-06-30 09:00:00,0.318116,True,2026-07-05 08:26:00,customer_self_serve,396.63
cfo_SYN002367,evt_SYN000473,sub_SYN00300,payday_window,2026-06-30 10:00:00,0.514675,False,,none,0.0
cfo_SYN002368,evt_SYN000473,sub_SYN00300,plus_3_days,2026-07-02 15:11:00,0.236882,False,,none,0.0
cfo_SYN002369,evt_SYN000473,sub_SYN00300,month_end_window,2026-06-30 14:00:00,0.422156,True,2026-07-11 12:23:00,auto_retry,419.47
cfo_SYN002370,evt_SYN000474,sub_SYN00301,immediate,2026-04-27 00:36:00,0.89565,True,2026-04-29 09:45:00,customer_self_serve,487.0
cfo_SYN002371,evt_SYN000474,sub_SYN00301,plus_1_day_morning,2026-04-27 11:29:00,0.957507,False,,none,0.0
cfo_SYN002372,evt_SYN000474,sub_SYN00301,payday_window,2026-04-28 10:00:00,0.906499,True,2026-04-28 21:13:00,auto_retry,487.0
cfo_SYN002373,evt_SYN000474,sub_SYN00301,plus_3_days,2026-04-29 15:02:00,0.900958,True,2026-05-02 21:20:00,auto_retry,487.0
cfo_SYN002374,evt_SYN000474,sub_SYN00301,month_end_window,2026-04-30 14:00:00,0.915835,True,2026-05-01 16:10:00,auto_retry,487.0
cfo_SYN002375,evt_SYN000475,sub_SYN00302,immediate,2025-12-27 10:44:00,0.848001,True,2026-01-10 09:33:00,auto_retry,181.0
cfo_SYN002376,evt_SYN000475,sub_SYN00302,plus_1_day_morning,2025-12-28 11:31:00,0.859468,False,,none,0.0
cfo_SYN002377,evt_SYN000475,sub_SYN00302,payday_window,2025-12-29 10:00:00,0.91585,True,2026-01-04 12:00:00,auto_retry,181.0
cfo_SYN002378,evt_SYN000475,sub_SYN00302,plus_3_days,2025-12-30 18:04:00,0.66558,True,2026-01-01 00:51:00,auto_retry,181.0
cfo_SYN002379,evt_SYN000475,sub_SYN00302,month_end_window,2025-12-31 14:00:00,0.925196,True,2025-12-31 21:32:00,customer_self_serve,181.0
cfo_SYN002380,evt_SYN000476,sub_SYN00303,immediate,2026-05-02 20:36:00,0.658732,True,2026-05-08 13:08:00,auto_retry,420.0
cfo_SYN002381,evt_SYN000476,sub_SYN00303,plus_1_day_morning,2026-05-03 09:01:00,0.901449,True,2026-05-09 19:13:00,auto_retry,420.0
cfo_SYN002382,evt_SYN000476,sub_SYN00303,payday_window,2026-05-03 10:00:00,0.92477,True,2026-05-16 18:39:00,customer_self_serve,420.0
cfo_SYN002383,evt_SYN000476,sub_SYN00303,plus_3_days,2026-05-05 15:36:00,0.90554,True,2026-05-10 08:14:00,auto_retry,420.0
cfo_SYN002384,evt_SYN000476,sub_SYN00303,month_end_window,2026-05-31 14:00:00,0.972925,False,,none,0.0
cfo_SYN002385,evt_SYN000477,sub_SYN00303,immediate,2026-05-28 00:14:00,0.783433,True,2026-05-31 08:19:00,auto_retry,420.0
cfo_SYN002386,evt_SYN000477,sub_SYN00303,plus_1_day_morning,2026-05-28 09:55:00,0.885897,True,2026-05-28 17:43:00,auto_retry,420.0
cfo_SYN002387,evt_SYN000477,sub_SYN00303,payday_window,2026-05-29 10:00:00,0.950348,True,2026-05-31 09:26:00,auto_retry,420.0
cfo_SYN002388,evt_SYN000477,sub_SYN00303,plus_3_days,2026-05-30 11:04:00,0.961989,True,2026-06-06 11:25:00,auto_retry,393.68
cfo_SYN002389,evt_SYN000477,sub_SYN00303,month_end_window,2026-05-31 14:00:00,0.962465,True,2026-06-02 18:51:00,auto_retry,420.0
cfo_SYN002390,evt_SYN000478,sub_SYN00303,immediate,2026-06-26 03:57:00,0.638166,True,2026-06-28 00:29:00,auto_retry,420.0
cfo_SYN002391,evt_SYN000478,sub_SYN00303,plus_1_day_morning,2026-06-27 10:29:00,0.942113,True,2026-06-29 17:44:00,auto_retry,420.0
cfo_SYN002392,evt_SYN000478,sub_SYN00303,payday_window,2026-06-28 10:00:00,0.977318,True,2026-07-03 00:00:00,auto_retry,420.0
cfo_SYN002393,evt_SYN000478,sub_SYN00303,plus_3_days,2026-06-29 12:52:00,0.972486,True,2026-06-29 18:04:00,auto_retry,420.0
cfo_SYN002394,evt_SYN000478,sub_SYN00303,month_end_window,2026-06-30 14:00:00,0.805202,True,2026-07-01 21:59:00,auto_retry,420.0
cfo_SYN002395,evt_SYN000479,sub_SYN00304,immediate,2025-03-02 00:09:00,0.127388,False,,none,0.0
cfo_SYN002396,evt_SYN000479,sub_SYN00304,plus_1_day_morning,2025-03-02 08:49:00,0.579043,False,,none,0.0
cfo_SYN002397,evt_SYN000479,sub_SYN00304,payday_window,2025-03-02 10:00:00,0.564267,True,2025-03-15 22:25:00,customer_self_serve,367.0
cfo_SYN002398,evt_SYN000479,sub_SYN00304,plus_3_days,2025-03-04 14:19:00,0.202076,False,,none,0.0
cfo_SYN002399,evt_SYN000479,sub_SYN00304,month_end_window,2025-03-31 14:00:00,0.479749,False,,none,0.0
cfo_SYN002400,evt_SYN000480,sub_SYN00304,immediate,2025-04-15 09:48:00,0.740694,True,2025-04-19 14:25:00,customer_self_serve,367.0
cfo_SYN002401,evt_SYN000480,sub_SYN00304,plus_1_day_morning,2025-04-16 09:34:00,0.312717,False,,none,0.0
cfo_SYN002402,evt_SYN000480,sub_SYN00304,payday_window,2025-04-28 10:00:00,0.747213,True,2025-04-29 09:03:00,customer_self_serve,367.0
cfo_SYN002403,evt_SYN000480,sub_SYN00304,plus_3_days,2025-04-18 19:01:00,0.280677,False,,none,0.0
cfo_SYN002404,evt_SYN000480,sub_SYN00304,month_end_window,2025-04-30 14:00:00,0.624131,False,,none,0.0
cfo_SYN002405,evt_SYN000481,sub_SYN00304,immediate,2025-04-30 23:23:00,0.167827,False,,none,0.0
cfo_SYN002406,evt_SYN000481,sub_SYN00304,plus_1_day_morning,2025-05-01 08:00:00,0.424614,True,2025-05-05 05:53:00,customer_self_serve,367.0
cfo_SYN002407,evt_SYN000481,sub_SYN00304,payday_window,2025-05-01 10:00:00,0.389528,False,,none,0.0
cfo_SYN002408,evt_SYN000481,sub_SYN00304,plus_3_days,2025-05-03 12:46:00,0.563423,True,2025-05-10 01:59:00,auto_retry,367.0
cfo_SYN002409,evt_SYN000481,sub_SYN00304,month_end_window,2025-05-31 14:00:00,0.317241,False,,none,0.0
cfo_SYN002410,evt_SYN000482,sub_SYN00305,immediate,2026-06-14 22:04:00,0.967514,True,2026-06-16 05:14:00,auto_retry,468.0
cfo_SYN002411,evt_SYN000482,sub_SYN00305,plus_1_day_morning,2026-06-15 09:54:00,0.787789,True,2026-06-15 11:06:00,auto_retry,468.0
cfo_SYN002412,evt_SYN000482,sub_SYN00305,payday_window,2026-06-28 10:00:00,0.966184,True,2026-06-28 21:20:00,auto_retry,468.0
cfo_SYN002413,evt_SYN000482,sub_SYN00305,plus_3_days,2026-06-17 12:46:00,0.830347,True,2026-06-18 00:20:00,auto_retry,468.0
cfo_SYN002414,evt_SYN000482,sub_SYN00305,month_end_window,2026-06-30 14:00:00,0.671763,False,,none,0.0
cfo_SYN002415,evt_SYN000483,sub_SYN00306,immediate,2025-12-13 00:42:00,0.945027,True,2025-12-13 08:56:00,auto_retry,88.0
cfo_SYN002416,evt_SYN000483,sub_SYN00306,plus_1_day_morning,2025-12-13 10:58:00,0.955931,True,2025-12-13 22:41:00,auto_retry,88.0
cfo_SYN002417,evt_SYN000483,sub_SYN00306,payday_window,2025-12-29 10:00:00,0.944836,False,,none,0.0
cfo_SYN002418,evt_SYN000483,sub_SYN00306,plus_3_days,2025-12-15 19:03:00,0.84369,True,2025-12-16 21:24:00,auto_retry,88.0
cfo_SYN002419,evt_SYN000483,sub_SYN00306,month_end_window,2025-12-31 14:00:00,0.873642,False,,none,0.0
cfo_SYN002420,evt_SYN000484,sub_SYN00307,immediate,2025-12-09 16:31:00,0.931667,True,2025-12-11 23:22:00,auto_retry,388.0
cfo_SYN002421,evt_SYN000484,sub_SYN00307,plus_1_day_morning,2025-12-10 09:39:00,0.801205,True,2025-12-11 14:01:00,auto_retry,388.0
cfo_SYN002422,evt_SYN000484,sub_SYN00307,payday_window,2025-12-29 10:00:00,0.592702,False,,none,0.0
cfo_SYN002423,evt_SYN000484,sub_SYN00307,plus_3_days,2025-12-12 12:38:00,0.871253,True,2025-12-13 19:45:00,auto_retry,388.0
cfo_SYN002424,evt_SYN000484,sub_SYN00307,month_end_window,2025-12-31 14:00:00,0.948221,False,,none,0.0
cfo_SYN002425,evt_SYN000485,sub_SYN00307,immediate,2026-01-15 18:51:00,0.764919,False,,none,0.0
cfo_SYN002426,evt_SYN000485,sub_SYN00307,plus_1_day_morning,2026-01-16 08:52:00,0.235584,False,,none,0.0
cfo_SYN002427,evt_SYN000485,sub_SYN00307,payday_window,2026-01-29 10:00:00,0.909682,True,2026-01-29 17:03:00,auto_retry,388.0
cfo_SYN002428,evt_SYN000485,sub_SYN00307,plus_3_days,2026-01-18 14:54:00,0.917144,True,2026-01-29 17:03:00,auto_retry,388.0
cfo_SYN002429,evt_SYN000485,sub_SYN00307,month_end_window,2026-01-31 14:00:00,0.957811,False,,none,0.0
cfo_SYN002430,evt_SYN000486,sub_SYN00308,immediate,2026-02-11 06:34:00,0.821487,True,2026-02-11 19:30:00,customer_self_serve,312.0
cfo_SYN002431,evt_SYN000486,sub_SYN00308,plus_1_day_morning,2026-02-12 08:54:00,0.917184,True,2026-02-14 02:58:00,auto_retry,312.0
cfo_SYN002432,evt_SYN000486,sub_SYN00308,payday_window,2026-02-26 10:00:00,0.837906,False,,none,0.0
cfo_SYN002433,evt_SYN000486,sub_SYN00308,plus_3_days,2026-02-14 09:15:00,0.909521,False,,none,0.0
cfo_SYN002434,evt_SYN000486,sub_SYN00308,month_end_window,2026-02-28 14:00:00,0.947712,False,,none,0.0
cfo_SYN002435,evt_SYN000487,sub_SYN00309,immediate,2025-10-05 20:15:00,0.843325,True,2025-10-06 01:17:00,customer_self_serve,83.0
cfo_SYN002436,evt_SYN000487,sub_SYN00309,plus_1_day_morning,2025-10-06 11:10:00,0.817532,False,,none,0.0
cfo_SYN002437,evt_SYN000487,sub_SYN00309,payday_window,2025-10-29 10:00:00,0.910182,False,,none,0.0
