event_id,subscription_id,failure_timestamp,day_of_month,days_to_nearest_payday_window,error_reason,amount,prior_if_failure_count,prior_if_self_resolved_rate,tenure_days,bank_network_conditions,issuing_bank_downtime_flag,network_latency_bucket,is_month_end_settlement_rush,app_version,device_build,ui_theme
evt_SYN000514,sub_SYN00326,2025-08-23 11:47:00,23,6,insufficient_fund,469.0,2,0.5,311,good,False,low,False,5.1.2,build_E2,light
evt_SYN000515,sub_SYN00327,2026-03-02 19:30:00,2,0,insufficient_fund,449.0,0,,315,good,False,medium,False,4.2.0,build_C3,dark
evt_SYN000516,sub_SYN00327,2026-04-02 18:28:00,2,0,insufficient_fund,449.0,1,1.0,346,good,False,medium,True,4.2.0,build_D9,dark
evt_SYN000517,sub_SYN00328,2025-11-22 08:00:00,22,6,insufficient_fund,2045.0,0,,92,poor,False,medium,True,4.2.0,build_A1,dark
evt_SYN000518,sub_SYN00328,2025-12-23 10:12:00,23,6,insufficient_fund,2045.0,1,0.0,123,good,False,low,False,4.3.1,build_B7,dark
evt_SYN000519,sub_SYN00329,2026-02-25 10:03:00,25,1,insufficient_fund,312.0,0,,79,good,False,medium,False,5.1.2,build_C3,system
evt_SYN000520,sub_SYN00330,2025-12-22 09:52:00,22,7,insufficient_fund,389.0,0,,145,good,True,low,False,4.3.1,build_E2,dark
evt_SYN000521,sub_SYN00331,2025-05-30 20:36:00,30,0,insufficient_fund,1321.0,0,,304,good,False,low,False,5.0.0,build_D9,light
evt_SYN000522,sub_SYN00332,2026-02-27 00:30:00,27,0,insufficient_fund,352.0,0,,263,good,False,high,False,4.4.0,build_E2,dark
evt_SYN000523,sub_SYN00332,2026-03-28 06:00:00,28,1,insufficient_fund,352.0,1,0.0,292,degraded,False,low,False,4.4.0,build_D9,light
evt_SYN000524,sub_SYN00333,2026-01-23 09:50:00,23,6,insufficient_fund,135.0,0,,200,good,False,low,False,5.1.2,build_A1,light
evt_SYN000525,sub_SYN00333,2026-02-24 14:42:00,24,2,insufficient_fund,135.0,1,0.0,232,good,False,medium,False,5.0.0,build_C3,dark
evt_SYN000526,sub_SYN00334,2025-08-11 19:38:00,11,8,insufficient_fund,181.0,0,,229,good,False,low,False,4.4.0,build_A1,light
evt_SYN000527,sub_SYN00335,2025-11-09 04:39:00,9,6,insufficient_fund,183.0,0,,62,good,False,low,False,5.1.2,build_E2,light
evt_SYN000528,sub_SYN00336,2025-10-31 00:27:00,31,0,insufficient_fund,111.0,0,,87,degraded,False,medium,False,4.4.0,build_A1,dark
evt_SYN000529,sub_SYN00337,2026-04-01 06:00:00,1,0,insufficient_fund,411.0,0,,175,good,False,high,False,4.3.1,build_A1,system
evt_SYN000530,sub_SYN00337,2026-04-26 14:25:00,26,2,insufficient_fund,411.0,1,1.0,200,degraded,False,medium,False,5.0.0,build_C3,light
evt_SYN000531,sub_SYN00337,2026-05-31 21:43:00,31,0,insufficient_fund,411.0,2,1.0,235,degraded,False,low,False,5.1.2,build_D9,system
evt_SYN000532,sub_SYN00338,2026-06-20 02:55:00,20,8,insufficient_fund,810.0,0,,125,degraded,False,low,False,4.3.1,build_D9,system
evt_SYN000533,sub_SYN00339,2025-07-14 10:47:00,14,11,insufficient_fund,853.0,0,,178,good,False,medium,False,4.2.0,build_E2,system
evt_SYN000534,sub_SYN00340,2025-12-27 08:56:00,27,2,insufficient_fund,142.0,0,,456,poor,False,medium,False,5.1.2,build_C3,system
evt_SYN000535,sub_SYN00341,2026-03-16 11:42:00,16,13,insufficient_fund,499.0,0,,557,good,False,low,False,4.2.0,build_D9,light
evt_SYN000536,sub_SYN00342,2025-04-21 19:06:00,21,7,insufficient_fund,90.0,0,,211,good,False,medium,False,4.2.0,build_D9,dark
evt_SYN000537,sub_SYN00342,2025-05-31 05:50:00,31,0,insufficient_fund,90.0,1,0.0,251,good,False,medium,False,4.2.0,build_E2,dark
evt_SYN000538,sub_SYN00342,2025-06-16 19:39:00,16,12,insufficient_fund,90.0,2,0.5,267,good,False,medium,True,4.4.0,build_E2,dark
evt_SYN000539,sub_SYN00343,2026-04-30 14:08:00,30,0,insufficient_fund,2335.0,0,,285,good,False,medium,False,4.4.0,build_D9,light
evt_SYN000540,sub_SYN00344,2026-02-12 18:38:00,12,9,insufficient_fund,128.0,0,,90,degraded,False,medium,False,4.3.1,build_A1,dark
evt_SYN000541,sub_SYN00344,2026-03-28 22:42:00,28,1,insufficient_fund,128.0,1,1.0,134,good,False,low,False,4.3.1,build_B7,dark
evt_SYN000542,sub_SYN00344,2026-04-24 17:55:00,24,4,insufficient_fund,128.0,2,0.5,161,good,False,high,False,5.1.2,build_C3,light
evt_SYN000543,sub_SYN00345,2025-05-18 13:13:00,18,11,insufficient_fund,475.0,0,,68,degraded,False,low,False,4.2.0,build_D9,light
evt_SYN000544,sub_SYN00345,2025-06-25 16:03:00,25,3,insufficient_fund,475.0,1,0.0,106,degraded,False,low,False,5.0.0,build_A1,system
evt_SYN000545,sub_SYN00346,2025-01-27 05:26:00,27,2,insufficient_fund,196.0,0,,179,good,False,high,False,4.3.1,build_B7,dark
evt_SYN000546,sub_SYN00347,2026-05-24 22:12:00,24,5,insufficient_fund,383.0,0,,501,good,False,low,False,4.3.1,build_D9,light
evt_SYN000547,sub_SYN00348,2025-08-20 11:06:00,20,9,insufficient_fund,399.0,0,,62,good,False,medium,False,4.4.0,build_E2,system
evt_SYN000548,sub_SYN00348,2025-09-24 01:09:00,24,4,insufficient_fund,399.0,1,0.0,97,degraded,False,high,False,5.1.2,build_C3,light
evt_SYN000549,sub_SYN00349,2026-05-30 07:31:00,30,0,insufficient_fund,908.0,0,,481,degraded,False,low,True,4.4.0,build_C3,dark
evt_SYN000550,sub_SYN00350,2025-05-27 15:23:00,27,2,insufficient_fund,189.0,0,,171,good,False,medium,False,5.1.2,build_E2,dark
evt_SYN000551,sub_SYN00350,2025-06-26 15:30:00,26,2,insufficient_fund,189.0,1,0.0,201,good,False,medium,False,4.4.0,build_C3,light
evt_SYN000552,sub_SYN00351,2025-03-30 05:15:00,30,0,insufficient_fund,3489.0,0,,216,good,True,high,False,4.3.1,build_D9,dark
evt_SYN000553,sub_SYN00352,2026-01-26 01:48:00,26,3,insufficient_fund,319.0,0,,409,good,False,low,False,5.1.2,build_A1,system
evt_SYN000554,sub_SYN00352,2026-02-22 20:49:00,22,4,insufficient_fund,319.0,1,0.0,436,good,False,low,False,4.2.0,build_C3,light
evt_SYN000555,sub_SYN00352,2026-03-19 10:45:00,19,10,insufficient_fund,319.0,2,0.0,461,good,False,medium,False,4.3.1,build_A1,light
evt_SYN000556,sub_SYN00353,2026-04-17 19:07:00,17,11,insufficient_fund,786.0,0,,259,poor,False,low,False,4.4.0,build_E2,light
evt_SYN000557,sub_SYN00353,2026-05-16 03:03:00,16,13,insufficient_fund,786.0,1,0.0,288,good,False,low,False,5.1.2,build_A1,system
evt_SYN000558,sub_SYN00353,2026-06-24 05:13:00,24,4,insufficient_fund,786.0,2,0.0,327,good,False,medium,False,4.2.0,build_B7,light
evt_SYN000559,sub_SYN00354,2026-03-31 06:03:00,31,0,insufficient_fund,923.0,0,,130,good,False,medium,False,4.4.0,build_B7,light
evt_SYN000560,sub_SYN00355,2025-07-23 10:50:00,23,6,insufficient_fund,4535.0,0,,37,good,True,low,False,5.1.2,build_A1,light
evt_SYN000561,sub_SYN00356,2026-03-21 01:12:00,21,8,insufficient_fund,121.0,0,,158,poor,False,low,False,4.4.0,build_E2,light
evt_SYN000562,sub_SYN00356,2026-04-09 10:03:00,9,6,insufficient_fund,121.0,1,0.0,177,good,False,medium,False,4.2.0,build_D9,dark
evt_SYN000563,sub_SYN00356,2026-05-06 22:40:00,6,3,insufficient_fund,121.0,2,0.0,204,degraded,False,medium,False,5.0.0,build_C3,system
evt_SYN000564,sub_SYN00357,2025-03-07 19:56:00,7,4,insufficient_fund,129.0,0,,209,good,False,low,False,5.0.0,build_A1,light
evt_SYN000565,sub_SYN00357,2025-03-21 08:41:00,21,8,insufficient_fund,129.0,1,1.0,223,good,False,medium,False,4.4.0,build_D9,dark
evt_SYN000566,sub_SYN00358,2025-10-25 05:18:00,25,4,insufficient_fund,91.0,0,,137,degraded,False,high,False,5.1.2,build_C3,light
evt_SYN000567,sub_SYN00359,2026-03-15 04:08:00,15,12,insufficient_fund,180.0,0,,253,good,False,medium,False,4.3.1,build_B7,system
evt_SYN000568,sub_SYN00360,2025-11-10 00:59:00,10,7,insufficient_fund,412.0,0,,41,good,False,low,False,5.0.0,build_D9,dark
evt_SYN000569,sub_SYN00361,2025-03-30 18:14:00,30,0,insufficient_fund,1544.0,0,,20,good,False,medium,True,5.0.0,build_A1,dark
evt_SYN000570,sub_SYN00362,2025-07-27 16:27:00,27,2,insufficient_fund,4680.0,0,,56,poor,False,low,False,4.3.1,build_B7,system
evt_SYN000571,sub_SYN00362,2025-10-25 18:56:00,25,4,insufficient_fund,4680.0,1,1.0,146,degraded,False,low,False,4.4.0,build_D9,light
evt_SYN000572,sub_SYN00363,2026-05-07 03:07:00,7,4,insufficient_fund,385.0,0,,66,good,False,low,False,4.4.0,build_E2,light
evt_SYN000573,sub_SYN00364,2025-08-30 06:12:00,30,0,insufficient_fund,488.0,0,,334,good,False,low,False,4.3.1,build_A1,light
evt_SYN000574,sub_SYN00365,2026-03-10 03:17:00,10,7,insufficient_fund,965.0,0,,169,good,False,low,False,5.0.0,build_A1,system
evt_SYN000575,sub_SYN00366,2026-02-13 12:19:00,13,10,insufficient_fund,3501.0,0,,195,good,False,high,False,5.0.0,build_A1,dark
evt_SYN000576,sub_SYN00366,2026-03-03 06:33:00,3,0,insufficient_fund,3501.0,1,0.0,213,good,False,low,False,5.0.0,build_B7,dark
evt_SYN000577,sub_SYN00367,2026-03-13 12:26:00,13,10,insufficient_fund,107.0,0,,64,poor,False,low,False,4.3.1,build_E2,system
evt_SYN000578,sub_SYN00367,2026-04-12 14:13:00,12,9,insufficient_fund,107.0,1,0.0,94,good,False,low,False,5.1.2,build_B7,system
evt_SYN000579,sub_SYN00367,2026-05-12 17:25:00,12,9,insufficient_fund,107.0,2,0.0,124,good,False,low,False,4.4.0,build_B7,light
evt_SYN000580,sub_SYN00368,2025-10-11 21:03:00,11,8,insufficient_fund,376.0,0,,155,poor,False,medium,False,5.0.0,build_E2,dark
evt_SYN000581,sub_SYN00369,2025-10-16 12:26:00,16,13,insufficient_fund,691.0,0,,264,poor,True,low,False,4.3.1,build_E2,light
evt_SYN000582,sub_SYN00369,2025-10-30 02:48:00,30,0,insufficient_fund,691.0,1,0.0,278,good,False,low,True,5.0.0,build_D9,light
evt_SYN000583,sub_SYN00369,2025-11-26 12:40:00,26,2,insufficient_fund,691.0,2,0.0,305,good,True,low,False,5.0.0,build_C3,dark
evt_SYN000584,sub_SYN00369,2025-12-21 22:14:00,21,8,insufficient_fund,691.0,3,0.0,330,good,False,low,False,5.0.0,build_C3,light
evt_SYN000585,sub_SYN00370,2025-08-18 20:57:00,18,11,insufficient_fund,134.0,0,,330,good,False,low,False,4.3.1,build_C3,light
evt_SYN000586,sub_SYN00370,2025-09-23 07:29:00,23,5,insufficient_fund,134.0,1,0.0,366,good,False,low,False,4.3.1,build_D9,system
evt_SYN000587,sub_SYN00370,2025-10-11 00:25:00,11,8,insufficient_fund,134.0,2,0.0,384,good,True,low,False,4.4.0,build_A1,dark
evt_SYN000588,sub_SYN00370,2025-11-17 20:19:00,17,11,insufficient_fund,134.0,3,0.0,421,good,False,medium,False,5.0.0,build_E2,light
evt_SYN000589,sub_SYN00371,2026-05-14 18:52:00,14,11,insufficient_fund,355.0,0,,19,degraded,False,low,False,5.0.0,build_B7,dark
evt_SYN000590,sub_SYN00372,2024-12-24 19:48:00,24,5,insufficient_fund,2248.0,0,,158,good,False,low,False,4.2.0,build_C3,system
evt_SYN000591,sub_SYN00373,2025-02-10 19:13:00,10,7,insufficient_fund,2288.0,0,,17,good,False,low,False,4.2.0,build_B7,system
evt_SYN000592,sub_SYN00374,2026-06-01 23:33:00,1,0,insufficient_fund,4374.0,0,,200,good,False,high,False,4.2.0,build_E2,light
evt_SYN000593,sub_SYN00375,2026-04-19 23:02:00,19,9,insufficient_fund,874.0,0,,101,good,False,medium,False,4.4.0,build_A1,light
evt_SYN000594,sub_SYN00376,2025-12-13 20:56:00,13,10,insufficient_fund,122.0,0,,38,poor,False,low,False,5.0.0,build_A1,system
evt_SYN000595,sub_SYN00377,2026-05-03 19:46:00,3,0,insufficient_fund,160.0,0,,585,poor,False,low,False,4.3.1,build_E2,dark
evt_SYN000596,sub_SYN00378,2026-01-18 12:21:00,18,11,insufficient_fund,349.0,0,,70,good,False,low,False,4.3.1,build_D9,dark
evt_SYN000597,sub_SYN00379,2025-10-23 23:39:00,23,6,insufficient_fund,464.0,0,,103,good,False,low,True,4.3.1,build_C3,system
evt_SYN000598,sub_SYN00380,2025-09-19 10:16:00,19,9,insufficient_fund,402.0,0,,240,good,False,low,False,5.1.2,build_C3,light
evt_SYN000599,sub_SYN00381,2025-05-05 23:20:00,5,2,insufficient_fund,326.0,0,,219,good,False,medium,False,4.3.1,build_D9,system
evt_SYN000600,sub_SYN00382,2025-10-28 01:04:00,28,1,insufficient_fund,372.0,0,,245,good,False,medium,False,5.0.0,build_B7,dark
evt_SYN000601,sub_SYN00382,2025-11-08 08:11:00,8,5,insufficient_fund,372.0,1,1.0,256,good,False,low,False,5.1.2,build_A1,dark
evt_SYN000602,sub_SYN00382,2025-11-29 18:27:00,29,0,insufficient_fund,372.0,2,1.0,277,good,False,medium,False,4.4.0,build_E2,system
evt_SYN000603,sub_SYN00383,2026-03-11 17:11:00,11,8,insufficient_fund,800.0,0,,446,degraded,False,medium,False,4.2.0,build_D9,dark
evt_SYN000604,sub_SYN00384,2026-02-12 23:29:00,12,9,insufficient_fund,153.0,0,,13,good,False,medium,False,5.1.2,build_C3,system
evt_SYN000605,sub_SYN00385,2025-03-18 21:07:00,18,11,insufficient_fund,101.0,0,,175,poor,False,low,False,4.4.0,build_C3,light
evt_SYN000606,sub_SYN00386,2026-03-09 22:49:00,9,6,insufficient_fund,141.0,0,,110,good,False,medium,False,4.2.0,build_E2,system
evt_SYN000607,sub_SYN00387,2026-04-06 00:58:00,6,3,insufficient_fund,96.0,0,,34,good,False,medium,False,4.4.0,build_C3,system
evt_SYN000608,sub_SYN00388,2026-06-20 08:50:00,20,8,insufficient_fund,971.0,0,,703,good,False,medium,False,5.0.0,build_A1,light
evt_SYN000609,sub_SYN00389,2026-01-24 22:41:00,24,5,insufficient_fund,378.0,0,,14,good,False,low,False,5.1.2,build_C3,dark
evt_SYN000610,sub_SYN00389,2026-03-04 08:13:00,4,1,insufficient_fund,378.0,1,1.0,53,good,False,low,False,5.0.0,build_A1,light
evt_SYN000611,sub_SYN00389,2026-04-12 14:56:00,12,9,insufficient_fund,378.0,2,0.5,92,good,False,medium,False,5.0.0,build_C3,light
evt_SYN000612,sub_SYN00389,2026-04-22 02:54:00,22,6,insufficient_fund,378.0,3,0.3333333333333333,102,good,False,low,False,5.1.2,build_D9,light
evt_SYN000613,sub_SYN00390,2026-04-02 10:45:00,2,0,insufficient_fund,129.0,0,,36,good,False,low,True,4.3.1,build_C3,light
evt_SYN000614,sub_SYN00391,2026-05-01 15:37:00,1,0,insufficient_fund,841.0,0,,408,poor,False,medium,False,5.1.2,build_B7,light
evt_SYN000615,sub_SYN00392,2025-11-11 02:37:00,11,8,insufficient_fund,497.0,0,,22,good,False,low,False,4.4.0,build_A1,system
evt_SYN000616,sub_SYN00392,2025-12-08 04:56:00,8,5,insufficient_fund,497.0,1,0.0,49,good,False,high,False,4.2.0,build_B7,dark
evt_SYN000617,sub_SYN00393,2026-05-20 15:54:00,20,9,insufficient_fund,102.0,0,,82,good,False,low,False,4.3.1,build_E2,system
evt_SYN000618,sub_SYN00393,2026-06-14 04:13:00,14,11,insufficient_fund,102.0,1,0.0,107,good,False,low,False,5.0.0,build_D9,dark
evt_SYN000619,sub_SYN00394,2026-06-19 05:38:00,19,9,insufficient_fund,124.0,0,,439,poor,False,medium,False,5.0.0,build_D9,light
evt_SYN000620,sub_SYN00395,2025-06-08 13:51:00,8,5,insufficient_fund,87.0,0,,174,good,False,low,False,4.2.0,build_E2,dark
evt_SYN000621,sub_SYN00396,2025-09-05 03:54:00,5,2,insufficient_fund,391.0,0,,287,degraded,False,low,False,4.4.0,build_D9,dark
evt_SYN000622,sub_SYN00396,2025-10-11 10:31:00,11,8,insufficient_fund,391.0,1,0.0,323,good,False,low,False,5.0.0,build_C3,dark
evt_SYN000623,sub_SYN00396,2025-10-27 05:49:00,27,2,insufficient_fund,391.0,2,0.0,339,good,True,low,False,4.3.1,build_C3,light
evt_SYN000624,sub_SYN00397,2026-04-01 19:20:00,1,0,insufficient_fund,135.0,0,,48,good,False,low,False,4.3.1,build_D9,light
evt_SYN000625,sub_SYN00398,2026-04-26 15:15:00,26,2,insufficient_fund,81.0,0,,354,poor,False,low,False,4.4.0,build_B7,light
evt_SYN000626,sub_SYN00399,2025-07-04 11:36:00,4,1,insufficient_fund,144.0,0,,238,good,False,medium,False,5.0.0,build_E2,dark
evt_SYN000627,sub_SYN00400,2026-06-01 01:59:00,1,0,insufficient_fund,475.0,0,,113,poor,False,low,False,4.4.0,build_A1,system
evt_SYN000628,sub_SYN00401,2026-02-14 20:53:00,14,11,insufficient_fund,117.0,0,,39,good,False,low,True,5.0.0,build_E2,system
evt_SYN000629,sub_SYN00402,2026-06-13 01:52:00,13,10,insufficient_fund,686.0,0,,14,good,False,high,False,4.3.1,build_B7,system
evt_SYN000630,sub_SYN00402,2026-06-30 04:59:00,30,0,insufficient_fund,686.0,1,0.0,31,good,False,low,True,4.2.0,build_C3,light
evt_SYN000631,sub_SYN00402,2026-07-26 01:49:00,26,3,insufficient_fund,686.0,2,0.0,57,good,False,high,False,5.0.0,build_A1,light
evt_SYN000632,sub_SYN00402,2026-08-08 05:28:00,8,5,insufficient_fund,686.0,3,0.0,70,good,False,low,False,4.2.0,build_E2,system
evt_SYN000633,sub_SYN00403,2025-07-25 16:02:00,25,4,insufficient_fund,88.0,0,,57,poor,False,medium,False,4.3.1,build_E2,light
evt_SYN000634,sub_SYN00404,2026-02-16 06:36:00,16,10,insufficient_fund,329.0,0,,32,poor,False,low,False,4.2.0,build_B7,dark
evt_SYN000635,sub_SYN00405,2025-09-17 05:34:00,17,11,insufficient_fund,322.0,0,,250,good,False,low,False,4.4.0,build_C3,system
evt_SYN000636,sub_SYN00405,2025-09-27 16:44:00,27,1,insufficient_fund,322.0,1,0.0,260,good,False,low,False,5.0.0,build_D9,system
evt_SYN000637,sub_SYN00406,2025-11-04 18:14:00,4,1,insufficient_fund,426.0,0,,465,good,False,medium,False,5.1.2,build_C3,light
evt_SYN000638,sub_SYN00407,2026-06-18 14:25:00,18,10,insufficient_fund,92.0,0,,164,poor,False,medium,False,4.2.0,build_A1,system
evt_SYN000639,sub_SYN00407,2026-07-29 22:07:00,29,0,insufficient_fund,92.0,1,0.0,205,good,False,low,True,4.2.0,build_C3,dark
evt_SYN000640,sub_SYN00408,2025-11-13 03:41:00,13,10,insufficient_fund,808.0,0,,255,good,False,medium,False,5.0.0,build_D9,system
evt_SYN000641,sub_SYN00409,2026-06-07 04:58:00,7,4,insufficient_fund,694.0,0,,155,degraded,False,high,False,5.1.2,build_C3,dark
evt_SYN000642,sub_SYN00410,2026-06-19 22:37:00,19,9,insufficient_fund,130.0,0,,31,good,False,medium,False,5.0.0,build_E2,dark
evt_SYN000643,sub_SYN00411,2025-10-04 08:43:00,4,1,insufficient_fund,126.0,0,,291,good,False,low,False,4.3.1,build_E2,light
evt_SYN000644,sub_SYN00411,2025-11-09 01:24:00,9,6,insufficient_fund,126.0,1,0.0,327,degraded,False,low,False,5.1.2,build_E2,light
evt_SYN000645,sub_SYN00412,2026-06-07 15:42:00,7,4,insufficient_fund,3107.0,0,,310,good,False,low,False,4.3.1,build_D9,light
evt_SYN000646,sub_SYN00412,2026-08-26 04:06:00,26,3,insufficient_fund,3107.0,1,0.0,390,good,False,high,False,4.2.0,build_E2,system
evt_SYN000647,sub_SYN00413,2025-10-15 16:07:00,15,12,insufficient_fund,397.0,0,,434,good,False,low,False,4.3.1,build_B7,system
evt_SYN000648,sub_SYN00413,2025-10-26 22:29:00,26,3,insufficient_fund,397.0,1,0.0,445,good,False,medium,False,4.4.0,build_D9,light
evt_SYN000649,sub_SYN00413,2025-11-12 08:56:00,12,9,insufficient_fund,397.0,2,0.0,462,degraded,False,low,True,4.3.1,build_E2,dark
evt_SYN000650,sub_SYN00414,2025-10-25 08:16:00,25,4,insufficient_fund,141.0,0,,156,degraded,False,medium,False,5.0.0,build_C3,light
evt_SYN000651,sub_SYN00415,2026-02-26 02:05:00,26,0,insufficient_fund,191.0,0,,16,good,False,low,False,4.4.0,build_D9,dark
evt_SYN000652,sub_SYN00416,2025-10-29 10:19:00,29,0,insufficient_fund,318.0,0,,100,good,False,medium,True,4.4.0,build_E2,system
evt_SYN000653,sub_SYN00417,2026-02-08 11:11:00,8,5,insufficient_fund,760.0,0,,30,degraded,False,high,False,4.2.0,build_D9,dark
evt_SYN000654,sub_SYN00417,2026-03-05 17:08:00,5,2,insufficient_fund,760.0,1,0.0,55,poor,False,medium,False,5.1.2,build_D9,dark
evt_SYN000655,sub_SYN00417,2026-03-23 03:25:00,23,6,insufficient_fund,760.0,2,0.0,73,poor,False,medium,False,5.1.2,build_B7,system
evt_SYN000656,sub_SYN00417,2026-05-01 15:11:00,1,0,insufficient_fund,760.0,3,0.3333333333333333,112,good,False,low,True,4.4.0,build_B7,light
evt_SYN000657,sub_SYN00418,2026-01-26 20:05:00,26,3,insufficient_fund,323.0,0,,489,degraded,False,medium,False,5.0.0,build_B7,dark
evt_SYN000658,sub_SYN00419,2025-06-17 04:41:00,17,11,insufficient_fund,3457.0,0,,135,poor,False,low,False,5.1.2,build_D9,dark
evt_SYN000659,sub_SYN00420,2025-12-07 09:49:00,7,4,insufficient_fund,322.0,0,,63,good,False,low,False,4.2.0,build_E2,light
evt_SYN000660,sub_SYN00420,2026-01-11 13:21:00,11,8,insufficient_fund,322.0,1,0.0,98,poor,False,low,False,5.0.0,build_D9,light
evt_SYN000661,sub_SYN00420,2026-02-11 03:59:00,11,8,insufficient_fund,322.0,2,0.0,129,good,False,low,False,4.3.1,build_D9,dark
evt_SYN000662,sub_SYN00421,2025-11-22 14:09:00,22,6,insufficient_fund,154.0,0,,179,good,False,low,False,4.4.0,build_C3,light
evt_SYN000663,sub_SYN00422,2025-11-11 11:09:00,11,8,insufficient_fund,438.0,0,,267,degraded,False,low,False,5.1.2,build_A1,system
evt_SYN000664,sub_SYN00423,2025-01-28 03:17:00,28,1,insufficient_fund,382.0,0,,60,good,False,medium,False,4.3.1,build_A1,system
evt_SYN000665,sub_SYN00424,2026-06-19 03:29:00,19,9,insufficient_fund,110.0,0,,75,good,False,low,False,4.4.0,build_B7,light
evt_SYN000666,sub_SYN00424,2026-07-12 14:29:00,12,9,insufficient_fund,110.0,1,0.0,98,good,False,low,True,4.2.0,build_A1,system
evt_SYN000667,sub_SYN00424,2026-08-09 01:30:00,9,6,insufficient_fund,110.0,2,0.5,126,poor,False,medium,False,4.4.0,build_D9,dark
evt_SYN000668,sub_SYN00425,2026-05-29 07:46:00,29,0,insufficient_fund,189.0,0,,13,degraded,True,medium,False,5.0.0,build_A1,light
evt_SYN000669,sub_SYN00425,2026-06-18 17:52:00,18,10,insufficient_fund,189.0,1,1.0,33,good,False,low,False,4.3.1,build_B7,system
evt_SYN000670,sub_SYN00426,2026-03-25 02:11:00,25,4,insufficient_fund,356.0,0,,13,good,True,medium,False,5.1.2,build_A1,dark
evt_SYN000671,sub_SYN00427,2025-12-07 14:07:00,7,4,insufficient_fund,730.0,0,,101,good,False,medium,False,5.0.0,build_B7,light
evt_SYN000672,sub_SYN00427,2025-12-18 01:09:00,18,11,insufficient_fund,730.0,1,0.0,112,good,False,low,False,4.2.0,build_E2,dark
evt_SYN000673,sub_SYN00427,2026-01-20 19:06:00,20,9,insufficient_fund,730.0,2,0.0,145,good,False,low,False,5.0.0,build_E2,system
evt_SYN000674,sub_SYN00427,2026-02-28 16:29:00,28,0,insufficient_fund,730.0,3,0.0,184,good,False,low,False,5.1.2,build_D9,light
evt_SYN000675,sub_SYN00428,2025-12-13 16:30:00,13,10,insufficient_fund,94.0,0,,157,good,False,medium,False,4.3.1,build_C3,system
evt_SYN000676,sub_SYN00429,2026-05-02 06:22:00,2,0,insufficient_fund,485.0,0,,66,good,False,medium,False,4.2.0,build_E2,system
evt_SYN000677,sub_SYN00429,2026-05-24 09:39:00,24,5,insufficient_fund,485.0,1,0.0,88,good,False,high,False,5.0.0,build_C3,dark
evt_SYN000678,sub_SYN00430,2026-04-05 20:49:00,5,2,insufficient_fund,485.0,0,,231,good,False,medium,False,4.4.0,build_D9,dark
evt_SYN000679,sub_SYN00431,2026-06-05 11:28:00,5,2,insufficient_fund,418.0,0,,314,good,False,low,False,5.0.0,build_C3,dark
evt_SYN000680,sub_SYN00431,2026-06-28 07:13:00,28,0,insufficient_fund,418.0,1,0.0,337,good,False,low,False,4.4.0,build_C3,dark
evt_SYN000681,sub_SYN00431,2026-08-05 21:59:00,5,2,insufficient_fund,418.0,2,0.0,375,good,False,low,False,4.2.0,build_D9,system
evt_SYN000682,sub_SYN00432,2026-06-09 19:45:00,9,6,insufficient_fund,760.0,0,,85,good,False,medium,False,5.0.0,build_E2,dark
evt_SYN000683,sub_SYN00432,2026-07-11 09:33:00,11,8,insufficient_fund,760.0,1,0.0,117,good,False,low,False,4.4.0,build_D9,light
evt_SYN000684,sub_SYN00432,2026-08-10 11:08:00,10,7,insufficient_fund,760.0,2,0.5,147,good,False,high,False,4.3.1,build_D9,system
evt_SYN000685,sub_SYN00433,2025-10-09 12:45:00,9,6,insufficient_fund,857.0,0,,407,good,False,low,False,4.2.0,build_D9,dark
evt_SYN000686,sub_SYN00433,2025-11-11 14:33:00,11,8,insufficient_fund,857.0,1,1.0,440,good,False,medium,False,4.4.0,build_C3,light
evt_SYN000687,sub_SYN00433,2025-12-16 10:53:00,16,13,insufficient_fund,857.0,2,0.5,475,poor,False,low,False,4.2.0,build_B7,dark
evt_SYN000688,sub_SYN00434,2025-05-07 13:22:00,7,4,insufficient_fund,831.0,0,,30,good,False,low,False,5.1.2,build_C3,dark
evt_SYN000689,sub_SYN00435,2025-12-22 21:55:00,22,7,insufficient_fund,156.0,0,,111,good,False,low,False,4.2.0,build_D9,dark
evt_SYN000690,sub_SYN00436,2026-06-02 12:08:00,2,0,insufficient_fund,323.0,0,,356,good,False,low,False,4.4.0,build_D9,light
evt_SYN000691,sub_SYN00437,2025-11-12 18:37:00,12,9,insufficient_fund,473.0,0,,19,good,False,medium,False,4.4.0,build_A1,light
evt_SYN000692,sub_SYN00437,2025-12-07 15:06:00,7,4,insufficient_fund,473.0,1,1.0,44,degraded,False,low,False,4.4.0,build_A1,dark
evt_SYN000693,sub_SYN00438,2025-11-16 22:40:00,16,12,insufficient_fund,184.0,0,,402,good,False,medium,False,5.1.2,build_A1,system
evt_SYN000694,sub_SYN00439,2026-01-14 06:47:00,14,11,insufficient_fund,108.0,0,,265,good,False,low,False,4.4.0,build_A1,light
evt_SYN000695,sub_SYN00440,2026-03-30 21:26:00,30,0,insufficient_fund,169.0,0,,284,good,True,low,False,5.1.2,build_B7,light
evt_SYN000696,sub_SYN00440,2026-04-25 04:39:00,25,3,insufficient_fund,169.0,1,0.0,310,good,False,low,False,5.0.0,build_E2,system
