retry_candidate_id,event_id,subscription_id,candidate_type,candidate_datetime,offset_hours_from_failure,day_of_week,is_payday_aligned,is_month_end_aligned
rtc_SYN000229,evt_SYN000045,sub_SYN00024,month_end_window,2025-04-30 18:00:00,667.78,Wednesday,True,True
rtc_SYN000230,evt_SYN000046,sub_SYN00024,immediate,2025-05-12 19:13:00,0.98,Monday,False,False
rtc_SYN000231,evt_SYN000046,sub_SYN00024,plus_1_day_morning,2025-05-13 11:21:00,17.12,Tuesday,False,False
rtc_SYN000232,evt_SYN000046,sub_SYN00024,payday_window,2025-05-29 10:00:00,399.77,Thursday,True,False
rtc_SYN000233,evt_SYN000046,sub_SYN00024,plus_3_days,2025-05-15 15:36:00,69.37,Thursday,False,False
rtc_SYN000234,evt_SYN000046,sub_SYN00024,month_end_window,2025-05-31 18:00:00,455.77,Saturday,True,True
rtc_SYN000235,evt_SYN000047,sub_SYN00024,immediate,2025-06-07 02:35:00,0.72,Saturday,False,False
rtc_SYN000236,evt_SYN000047,sub_SYN00024,plus_1_day_morning,2025-06-08 08:31:00,30.65,Sunday,False,False
rtc_SYN000237,evt_SYN000047,sub_SYN00024,payday_window,2025-06-28 10:00:00,512.13,Saturday,True,False
rtc_SYN000238,evt_SYN000047,sub_SYN00024,plus_3_days,2025-06-10 16:15:00,86.38,Tuesday,False,False
rtc_SYN000239,evt_SYN000047,sub_SYN00024,month_end_window,2025-06-30 18:00:00,568.13,Monday,True,True
rtc_SYN000240,evt_SYN000048,sub_SYN00025,immediate,2026-05-31 14:07:00,1.55,Sunday,True,True
rtc_SYN000241,evt_SYN000048,sub_SYN00025,plus_1_day_morning,2026-06-01 10:09:00,21.58,Monday,True,False
rtc_SYN000242,evt_SYN000048,sub_SYN00025,payday_window,2026-06-01 10:00:00,21.43,Monday,True,False
rtc_SYN000243,evt_SYN000048,sub_SYN00025,plus_3_days,2026-06-03 19:02:00,78.47,Wednesday,True,False
rtc_SYN000244,evt_SYN000048,sub_SYN00025,month_end_window,2026-06-30 18:00:00,725.43,Tuesday,True,True
rtc_SYN000245,evt_SYN000049,sub_SYN00026,immediate,2026-02-03 05:19:00,1.33,Tuesday,True,False
rtc_SYN000246,evt_SYN000049,sub_SYN00026,plus_1_day_morning,2026-02-04 09:39:00,29.67,Wednesday,True,False
rtc_SYN000247,evt_SYN000049,sub_SYN00026,payday_window,2026-02-26 10:00:00,558.02,Thursday,True,False
rtc_SYN000248,evt_SYN000049,sub_SYN00026,plus_3_days,2026-02-06 17:41:00,85.7,Friday,False,False
rtc_SYN000249,evt_SYN000049,sub_SYN00026,month_end_window,2026-02-28 18:00:00,614.02,Saturday,True,True
rtc_SYN000250,evt_SYN000050,sub_SYN00026,immediate,2026-05-16 10:33:00,1.32,Saturday,False,False
rtc_SYN000251,evt_SYN000050,sub_SYN00026,plus_1_day_morning,2026-05-17 11:42:00,26.47,Sunday,False,False
rtc_SYN000252,evt_SYN000050,sub_SYN00026,payday_window,2026-05-29 10:00:00,312.77,Friday,True,False
rtc_SYN000253,evt_SYN000050,sub_SYN00026,plus_3_days,2026-05-19 17:24:00,80.17,Tuesday,False,False
rtc_SYN000254,evt_SYN000050,sub_SYN00026,month_end_window,2026-05-31 18:00:00,368.77,Sunday,True,True
rtc_SYN000255,evt_SYN000051,sub_SYN00027,immediate,2026-05-20 21:13:00,0.47,Wednesday,False,False
rtc_SYN000256,evt_SYN000051,sub_SYN00027,plus_1_day_morning,2026-05-21 08:36:00,11.85,Thursday,False,False
rtc_SYN000257,evt_SYN000051,sub_SYN00027,payday_window,2026-05-29 10:00:00,205.25,Friday,True,False
rtc_SYN000258,evt_SYN000051,sub_SYN00027,plus_3_days,2026-05-23 14:04:00,65.32,Saturday,False,False
rtc_SYN000259,evt_SYN000051,sub_SYN00027,month_end_window,2026-05-31 18:00:00,261.25,Sunday,True,True
rtc_SYN000260,evt_SYN000052,sub_SYN00028,immediate,2026-02-16 06:15:00,0.47,Monday,False,False
rtc_SYN000261,evt_SYN000052,sub_SYN00028,plus_1_day_morning,2026-02-17 11:43:00,29.93,Tuesday,False,False
rtc_SYN000262,evt_SYN000052,sub_SYN00028,payday_window,2026-02-26 10:00:00,244.22,Thursday,True,False
rtc_SYN000263,evt_SYN000052,sub_SYN00028,plus_3_days,2026-02-19 17:11:00,83.4,Thursday,False,False
rtc_SYN000264,evt_SYN000052,sub_SYN00028,month_end_window,2026-02-28 18:00:00,300.22,Saturday,True,True
rtc_SYN000265,evt_SYN000053,sub_SYN00029,immediate,2026-05-21 19:15:00,0.2,Thursday,False,False
rtc_SYN000266,evt_SYN000053,sub_SYN00029,plus_1_day_morning,2026-05-22 09:51:00,14.8,Friday,False,False
rtc_SYN000267,evt_SYN000053,sub_SYN00029,payday_window,2026-05-29 10:00:00,182.95,Friday,True,False
rtc_SYN000268,evt_SYN000053,sub_SYN00029,plus_3_days,2026-05-24 14:47:00,67.73,Sunday,False,False
rtc_SYN000269,evt_SYN000053,sub_SYN00029,month_end_window,2026-05-31 18:00:00,238.95,Sunday,True,True
rtc_SYN000270,evt_SYN000054,sub_SYN00029,immediate,2026-06-17 02:59:00,1.0,Wednesday,False,False
rtc_SYN000271,evt_SYN000054,sub_SYN00029,plus_1_day_morning,2026-06-18 09:36:00,31.62,Thursday,False,False
rtc_SYN000272,evt_SYN000054,sub_SYN00029,payday_window,2026-06-28 10:00:00,272.02,Sunday,True,False
rtc_SYN000273,evt_SYN000054,sub_SYN00029,plus_3_days,2026-06-20 19:26:00,89.45,Saturday,False,False
rtc_SYN000274,evt_SYN000054,sub_SYN00029,month_end_window,2026-06-30 18:00:00,328.02,Tuesday,True,True
rtc_SYN000275,evt_SYN000055,sub_SYN00029,immediate,2026-07-21 16:23:00,1.22,Tuesday,False,False
rtc_SYN000276,evt_SYN000055,sub_SYN00029,plus_1_day_morning,2026-07-22 11:22:00,20.2,Wednesday,False,False
rtc_SYN000277,evt_SYN000055,sub_SYN00029,payday_window,2026-07-29 10:00:00,186.83,Wednesday,True,False
rtc_SYN000278,evt_SYN000055,sub_SYN00029,plus_3_days,2026-07-24 18:32:00,75.37,Friday,False,False
rtc_SYN000279,evt_SYN000055,sub_SYN00029,month_end_window,2026-07-31 18:00:00,242.83,Friday,True,True
rtc_SYN000280,evt_SYN000056,sub_SYN00030,immediate,2025-07-08 09:31:00,1.77,Tuesday,False,False
rtc_SYN000281,evt_SYN000056,sub_SYN00030,plus_1_day_morning,2025-07-09 09:37:00,25.87,Wednesday,False,False
rtc_SYN000282,evt_SYN000056,sub_SYN00030,payday_window,2025-07-29 10:00:00,506.25,Tuesday,True,False
rtc_SYN000283,evt_SYN000056,sub_SYN00030,plus_3_days,2025-07-11 12:38:00,76.88,Friday,False,False
rtc_SYN000284,evt_SYN000056,sub_SYN00030,month_end_window,2025-07-31 18:00:00,562.25,Thursday,True,True
rtc_SYN000285,evt_SYN000057,sub_SYN00030,immediate,2025-08-01 15:22:00,0.7,Friday,True,False
rtc_SYN000286,evt_SYN000057,sub_SYN00030,plus_1_day_morning,2025-08-02 10:47:00,20.12,Saturday,True,False
rtc_SYN000287,evt_SYN000057,sub_SYN00030,payday_window,2025-08-02 10:00:00,19.33,Saturday,True,False
rtc_SYN000288,evt_SYN000057,sub_SYN00030,plus_3_days,2025-08-04 13:25:00,70.75,Monday,True,False
rtc_SYN000289,evt_SYN000057,sub_SYN00030,month_end_window,2025-08-31 18:00:00,723.33,Sunday,True,True
rtc_SYN000290,evt_SYN000058,sub_SYN00030,immediate,2025-08-31 06:39:00,0.7,Sunday,True,True
rtc_SYN000291,evt_SYN000058,sub_SYN00030,plus_1_day_morning,2025-09-01 10:35:00,28.63,Monday,True,False
rtc_SYN000292,evt_SYN000058,sub_SYN00030,payday_window,2025-09-01 10:00:00,28.05,Monday,True,False
rtc_SYN000293,evt_SYN000058,sub_SYN00030,plus_3_days,2025-09-03 14:01:00,80.07,Wednesday,True,False
rtc_SYN000294,evt_SYN000058,sub_SYN00030,month_end_window,2025-09-30 18:00:00,732.05,Tuesday,True,True
rtc_SYN000295,evt_SYN000059,sub_SYN00031,immediate,2025-12-09 22:37:00,0.28,Tuesday,False,False
rtc_SYN000296,evt_SYN000059,sub_SYN00031,plus_1_day_morning,2025-12-10 08:51:00,10.52,Wednesday,False,False
rtc_SYN000297,evt_SYN000059,sub_SYN00031,payday_window,2025-12-29 10:00:00,467.67,Monday,True,False
rtc_SYN000298,evt_SYN000059,sub_SYN00031,plus_3_days,2025-12-12 18:04:00,67.73,Friday,False,False
rtc_SYN000299,evt_SYN000059,sub_SYN00031,month_end_window,2025-12-31 18:00:00,523.67,Wednesday,True,True
rtc_SYN000300,evt_SYN000060,sub_SYN00032,immediate,2025-11-07 14:08:00,0.17,Friday,False,False
rtc_SYN000301,evt_SYN000060,sub_SYN00032,plus_1_day_morning,2025-11-08 11:31:00,21.55,Saturday,False,False
rtc_SYN000302,evt_SYN000060,sub_SYN00032,payday_window,2025-11-28 10:00:00,500.03,Friday,True,False
rtc_SYN000303,evt_SYN000060,sub_SYN00032,plus_3_days,2025-11-10 12:36:00,70.63,Monday,False,False
rtc_SYN000304,evt_SYN000060,sub_SYN00032,month_end_window,2025-11-30 18:00:00,556.03,Sunday,True,True
rtc_SYN000305,evt_SYN000061,sub_SYN00033,immediate,2025-06-22 22:28:00,0.53,Sunday,False,False
rtc_SYN000306,evt_SYN000061,sub_SYN00033,plus_1_day_morning,2025-06-23 08:22:00,10.43,Monday,False,False
rtc_SYN000307,evt_SYN000061,sub_SYN00033,payday_window,2025-06-28 10:00:00,132.07,Saturday,True,False
rtc_SYN000308,evt_SYN000061,sub_SYN00033,plus_3_days,2025-06-25 18:46:00,68.83,Wednesday,False,False
rtc_SYN000309,evt_SYN000061,sub_SYN00033,month_end_window,2025-06-30 18:00:00,188.07,Monday,True,True
rtc_SYN000310,evt_SYN000062,sub_SYN00034,immediate,2026-01-27 20:50:00,0.43,Tuesday,False,False
rtc_SYN000311,evt_SYN000062,sub_SYN00034,plus_1_day_morning,2026-01-28 10:53:00,14.48,Wednesday,True,False
rtc_SYN000312,evt_SYN000062,sub_SYN00034,payday_window,2026-01-29 10:00:00,37.6,Thursday,True,False
rtc_SYN000313,evt_SYN000062,sub_SYN00034,plus_3_days,2026-01-30 19:45:00,71.35,Friday,True,True
rtc_SYN000314,evt_SYN000062,sub_SYN00034,month_end_window,2026-01-31 18:00:00,93.6,Saturday,True,True
rtc_SYN000315,evt_SYN000063,sub_SYN00035,immediate,2026-01-01 20:16:00,0.32,Thursday,True,False
rtc_SYN000316,evt_SYN000063,sub_SYN00035,plus_1_day_morning,2026-01-02 08:13:00,12.27,Friday,True,False
rtc_SYN000317,evt_SYN000063,sub_SYN00035,payday_window,2026-01-02 10:00:00,14.05,Friday,True,False
rtc_SYN000318,evt_SYN000063,sub_SYN00035,plus_3_days,2026-01-04 10:10:00,62.22,Sunday,True,False
rtc_SYN000319,evt_SYN000063,sub_SYN00035,month_end_window,2026-01-31 18:00:00,718.05,Saturday,True,True
rtc_SYN000320,evt_SYN000064,sub_SYN00035,immediate,2026-03-29 13:32:00,0.68,Sunday,True,False
rtc_SYN000321,evt_SYN000064,sub_SYN00035,plus_1_day_morning,2026-03-30 10:23:00,21.53,Monday,True,True
rtc_SYN000322,evt_SYN000064,sub_SYN00035,payday_window,2026-03-30 10:00:00,21.15,Monday,True,True
rtc_SYN000323,evt_SYN000064,sub_SYN00035,plus_3_days,2026-04-01 13:14:00,72.38,Wednesday,True,False
rtc_SYN000324,evt_SYN000064,sub_SYN00035,month_end_window,2026-03-31 18:00:00,53.15,Tuesday,True,True
rtc_SYN000325,evt_SYN000065,sub_SYN00036,immediate,2025-06-16 19:23:00,0.37,Monday,False,False
rtc_SYN000326,evt_SYN000065,sub_SYN00036,plus_1_day_morning,2025-06-17 11:35:00,16.57,Tuesday,False,False
rtc_SYN000327,evt_SYN000065,sub_SYN00036,payday_window,2025-06-28 10:00:00,278.98,Saturday,True,False
rtc_SYN000328,evt_SYN000065,sub_SYN00036,plus_3_days,2025-06-19 11:48:00,64.78,Thursday,False,False
rtc_SYN000329,evt_SYN000065,sub_SYN00036,month_end_window,2025-06-30 18:00:00,334.98,Monday,True,True
rtc_SYN000330,evt_SYN000066,sub_SYN00037,immediate,2024-09-10 22:52:00,1.67,Tuesday,False,False
rtc_SYN000331,evt_SYN000066,sub_SYN00037,plus_1_day_morning,2024-09-11 11:09:00,13.95,Wednesday,False,False
rtc_SYN000332,evt_SYN000066,sub_SYN00037,payday_window,2024-09-28 10:00:00,420.8,Saturday,True,False
rtc_SYN000333,evt_SYN000066,sub_SYN00037,plus_3_days,2024-09-13 16:58:00,67.77,Friday,False,False
rtc_SYN000334,evt_SYN000066,sub_SYN00037,month_end_window,2024-09-30 18:00:00,476.8,Monday,True,True
rtc_SYN000335,evt_SYN000067,sub_SYN00038,immediate,2025-11-20 09:38:00,1.62,Thursday,False,False
rtc_SYN000336,evt_SYN000067,sub_SYN00038,plus_1_day_morning,2025-11-21 08:53:00,24.87,Friday,False,False
rtc_SYN000337,evt_SYN000067,sub_SYN00038,payday_window,2025-11-28 10:00:00,193.98,Friday,True,False
rtc_SYN000338,evt_SYN000067,sub_SYN00038,plus_3_days,2025-11-23 13:29:00,77.47,Sunday,False,False
rtc_SYN000339,evt_SYN000067,sub_SYN00038,month_end_window,2025-11-30 18:00:00,249.98,Sunday,True,True
rtc_SYN000340,evt_SYN000068,sub_SYN00039,immediate,2026-03-06 14:36:00,1.15,Friday,False,False
rtc_SYN000341,evt_SYN000068,sub_SYN00039,plus_1_day_morning,2026-03-07 11:07:00,21.67,Saturday,False,False
rtc_SYN000342,evt_SYN000068,sub_SYN00039,payday_window,2026-03-29 10:00:00,548.55,Sunday,True,False
rtc_SYN000343,evt_SYN000068,sub_SYN00039,plus_3_days,2026-03-09 14:49:00,73.37,Monday,False,False
rtc_SYN000344,evt_SYN000068,sub_SYN00039,month_end_window,2026-03-31 18:00:00,604.55,Tuesday,True,True
rtc_SYN000345,evt_SYN000069,sub_SYN00040,immediate,2026-06-19 13:08:00,1.13,Friday,False,False
rtc_SYN000346,evt_SYN000069,sub_SYN00040,plus_1_day_morning,2026-06-20 09:03:00,21.05,Saturday,False,False
rtc_SYN000347,evt_SYN000069,sub_SYN00040,payday_window,2026-06-28 10:00:00,214.0,Sunday,True,False
rtc_SYN000348,evt_SYN000069,sub_SYN00040,plus_3_days,2026-06-22 15:42:00,75.7,Monday,False,False
rtc_SYN000349,evt_SYN000069,sub_SYN00040,month_end_window,2026-06-30 18:00:00,270.0,Tuesday,True,True
rtc_SYN000350,evt_SYN000070,sub_SYN00041,immediate,2025-07-25 13:17:00,1.13,Friday,False,False
rtc_SYN000351,evt_SYN000070,sub_SYN00041,plus_1_day_morning,2025-07-26 11:36:00,23.45,Saturday,False,False
rtc_SYN000352,evt_SYN000070,sub_SYN00041,payday_window,2025-07-29 10:00:00,93.85,Tuesday,True,False
rtc_SYN000353,evt_SYN000070,sub_SYN00041,plus_3_days,2025-07-28 14:03:00,73.9,Monday,True,False
rtc_SYN000354,evt_SYN000070,sub_SYN00041,month_end_window,2025-07-31 18:00:00,149.85,Thursday,True,True
rtc_SYN000355,evt_SYN000071,sub_SYN00041,immediate,2025-08-30 13:10:00,1.15,Saturday,True,True
rtc_SYN000356,evt_SYN000071,sub_SYN00041,plus_1_day_morning,2025-08-31 08:43:00,20.7,Sunday,True,True
rtc_SYN000357,evt_SYN000071,sub_SYN00041,payday_window,2025-08-31 10:00:00,21.98,Sunday,True,True
rtc_SYN000358,evt_SYN000071,sub_SYN00041,plus_3_days,2025-09-02 10:54:00,70.88,Tuesday,True,False
rtc_SYN000359,evt_SYN000071,sub_SYN00041,month_end_window,2025-08-31 18:00:00,29.98,Sunday,True,True
rtc_SYN000360,evt_SYN000072,sub_SYN00041,immediate,2025-09-22 05:30:00,0.65,Monday,False,False
rtc_SYN000361,evt_SYN000072,sub_SYN00041,plus_1_day_morning,2025-09-23 09:08:00,28.28,Tuesday,False,False
rtc_SYN000362,evt_SYN000072,sub_SYN00041,payday_window,2025-09-28 10:00:00,149.15,Sunday,True,False
rtc_SYN000363,evt_SYN000072,sub_SYN00041,plus_3_days,2025-09-25 11:55:00,79.07,Thursday,False,False
rtc_SYN000364,evt_SYN000072,sub_SYN00041,month_end_window,2025-09-30 18:00:00,205.15,Tuesday,True,True
rtc_SYN000365,evt_SYN000073,sub_SYN00042,immediate,2026-06-16 19:22:00,0.62,Tuesday,False,False
rtc_SYN000366,evt_SYN000073,sub_SYN00042,plus_1_day_morning,2026-06-17 10:58:00,16.22,Wednesday,False,False
rtc_SYN000367,evt_SYN000073,sub_SYN00042,payday_window,2026-06-28 10:00:00,279.25,Sunday,True,False
rtc_SYN000368,evt_SYN000073,sub_SYN00042,plus_3_days,2026-06-19 15:02:00,68.28,Friday,False,False
rtc_SYN000369,evt_SYN000073,sub_SYN00042,month_end_window,2026-06-30 18:00:00,335.25,Tuesday,True,True
rtc_SYN000370,evt_SYN000074,sub_SYN00042,immediate,2026-07-13 11:07:00,0.77,Monday,False,False
rtc_SYN000371,evt_SYN000074,sub_SYN00042,plus_1_day_morning,2026-07-14 09:16:00,22.92,Tuesday,False,False
rtc_SYN000372,evt_SYN000074,sub_SYN00042,payday_window,2026-07-29 10:00:00,383.65,Wednesday,True,False
rtc_SYN000373,evt_SYN000074,sub_SYN00042,plus_3_days,2026-07-16 11:30:00,73.15,Thursday,False,False
rtc_SYN000374,evt_SYN000074,sub_SYN00042,month_end_window,2026-07-31 18:00:00,439.65,Friday,True,True
rtc_SYN000375,evt_SYN000075,sub_SYN00043,immediate,2026-01-02 01:29:00,0.8,Friday,True,False
rtc_SYN000376,evt_SYN000075,sub_SYN00043,plus_1_day_morning,2026-01-03 09:24:00,32.72,Saturday,True,False
rtc_SYN000377,evt_SYN000075,sub_SYN00043,payday_window,2026-01-03 10:00:00,33.32,Saturday,True,False
rtc_SYN000378,evt_SYN000075,sub_SYN00043,plus_3_days,2026-01-05 12:13:00,83.53,Monday,False,False
rtc_SYN000379,evt_SYN000075,sub_SYN00043,month_end_window,2026-01-31 18:00:00,713.32,Saturday,True,True
rtc_SYN000380,evt_SYN000076,sub_SYN00044,immediate,2026-04-17 01:34:00,0.95,Friday,False,False
rtc_SYN000381,evt_SYN000076,sub_SYN00044,plus_1_day_morning,2026-04-18 11:30:00,34.88,Saturday,False,False
rtc_SYN000382,evt_SYN000076,sub_SYN00044,payday_window,2026-04-28 10:00:00,273.38,Tuesday,True,False
rtc_SYN000383,evt_SYN000076,sub_SYN00044,plus_3_days,2026-04-20 15:59:00,87.37,Monday,False,False
rtc_SYN000384,evt_SYN000076,sub_SYN00044,month_end_window,2026-04-30 18:00:00,329.38,Thursday,True,True
rtc_SYN000385,evt_SYN000077,sub_SYN00044,immediate,2026-05-23 22:32:00,1.25,Saturday,False,False
rtc_SYN000386,evt_SYN000077,sub_SYN00044,plus_1_day_morning,2026-05-24 08:23:00,11.1,Sunday,False,False
rtc_SYN000387,evt_SYN000077,sub_SYN00044,payday_window,2026-05-29 10:00:00,132.72,Friday,True,False
rtc_SYN000388,evt_SYN000077,sub_SYN00044,plus_3_days,2026-05-26 14:28:00,65.18,Tuesday,False,False
rtc_SYN000389,evt_SYN000077,sub_SYN00044,month_end_window,2026-05-31 18:00:00,188.72,Sunday,True,True
rtc_SYN000390,evt_SYN000078,sub_SYN00044,immediate,2026-06-18 10:28:00,0.37,Thursday,False,False
rtc_SYN000391,evt_SYN000078,sub_SYN00044,plus_1_day_morning,2026-06-19 08:20:00,22.23,Friday,False,False
rtc_SYN000392,evt_SYN000078,sub_SYN00044,payday_window,2026-06-28 10:00:00,239.9,Sunday,True,False
rtc_SYN000393,evt_SYN000078,sub_SYN00044,plus_3_days,2026-06-21 19:43:00,81.62,Sunday,False,False
rtc_SYN000394,evt_SYN000078,sub_SYN00044,month_end_window,2026-06-30 18:00:00,295.9,Tuesday,True,True
rtc_SYN000395,evt_SYN000079,sub_SYN00045,immediate,2025-09-07 11:41:00,1.68,Sunday,False,False
rtc_SYN000396,evt_SYN000079,sub_SYN00045,plus_1_day_morning,2025-09-08 08:24:00,22.4,Monday,False,False
rtc_SYN000397,evt_SYN000079,sub_SYN00045,payday_window,2025-09-28 10:00:00,504.0,Sunday,True,False
rtc_SYN000398,evt_SYN000079,sub_SYN00045,plus_3_days,2025-09-10 15:26:00,77.43,Wednesday,False,False
rtc_SYN000399,evt_SYN000079,sub_SYN00045,month_end_window,2025-09-30 18:00:00,560.0,Tuesday,True,True
rtc_SYN000400,evt_SYN000080,sub_SYN00045,immediate,2025-10-17 21:15:00,0.87,Friday,False,False
rtc_SYN000401,evt_SYN000080,sub_SYN00045,plus_1_day_morning,2025-10-18 09:03:00,12.67,Saturday,False,False
rtc_SYN000402,evt_SYN000080,sub_SYN00045,payday_window,2025-10-29 10:00:00,277.62,Wednesday,True,False
rtc_SYN000403,evt_SYN000080,sub_SYN00045,plus_3_days,2025-10-20 18:55:00,70.53,Monday,False,False
rtc_SYN000404,evt_SYN000080,sub_SYN00045,month_end_window,2025-10-31 18:00:00,333.62,Friday,True,True
rtc_SYN000405,evt_SYN000081,sub_SYN00046,immediate,2025-12-28 12:54:00,0.23,Sunday,True,False
rtc_SYN000406,evt_SYN000081,sub_SYN00046,plus_1_day_morning,2025-12-29 09:31:00,20.85,Monday,True,False
rtc_SYN000407,evt_SYN000081,sub_SYN00046,payday_window,2025-12-29 10:00:00,21.33,Monday,True,False
rtc_SYN000408,evt_SYN000081,sub_SYN00046,plus_3_days,2025-12-31 17:59:00,77.32,Wednesday,True,True
rtc_SYN000409,evt_SYN000081,sub_SYN00046,month_end_window,2025-12-31 18:00:00,77.33,Wednesday,True,True
rtc_SYN000410,evt_SYN000082,sub_SYN00047,immediate,2025-08-13 14:21:00,0.87,Wednesday,False,False
rtc_SYN000411,evt_SYN000082,sub_SYN00047,plus_1_day_morning,2025-08-14 10:56:00,21.45,Thursday,False,False
rtc_SYN000412,evt_SYN000082,sub_SYN00047,payday_window,2025-08-29 10:00:00,380.52,Friday,True,False
rtc_SYN000413,evt_SYN000082,sub_SYN00047,plus_3_days,2025-08-16 18:17:00,76.8,Saturday,False,False
rtc_SYN000414,evt_SYN000082,sub_SYN00047,month_end_window,2025-08-31 18:00:00,436.52,Sunday,True,True
rtc_SYN000415,evt_SYN000083,sub_SYN00048,immediate,2026-06-13 18:38:00,1.65,Saturday,False,False
rtc_SYN000416,evt_SYN000083,sub_SYN00048,plus_1_day_morning,2026-06-14 09:01:00,16.03,Sunday,False,False
rtc_SYN000417,evt_SYN000083,sub_SYN00048,payday_window,2026-06-28 10:00:00,353.02,Sunday,True,False
rtc_SYN000418,evt_SYN000083,sub_SYN00048,plus_3_days,2026-06-16 17:50:00,72.85,Tuesday,False,False
rtc_SYN000419,evt_SYN000083,sub_SYN00048,month_end_window,2026-06-30 18:00:00,409.02,Tuesday,True,True
rtc_SYN000420,evt_SYN000084,sub_SYN00048,immediate,2026-07-12 14:59:00,0.73,Sunday,False,False
rtc_SYN000421,evt_SYN000084,sub_SYN00048,plus_1_day_morning,2026-07-13 09:21:00,19.1,Monday,False,False
rtc_SYN000422,evt_SYN000084,sub_SYN00048,payday_window,2026-07-29 10:00:00,403.75,Wednesday,True,False
rtc_SYN000423,evt_SYN000084,sub_SYN00048,plus_3_days,2026-07-15 10:59:00,68.73,Wednesday,False,False
rtc_SYN000424,evt_SYN000084,sub_SYN00048,month_end_window,2026-07-31 18:00:00,459.75,Friday,True,True
rtc_SYN000425,evt_SYN000085,sub_SYN00049,immediate,2025-09-23 00:20:00,0.12,Tuesday,False,False
rtc_SYN000426,evt_SYN000085,sub_SYN00049,plus_1_day_morning,2025-09-24 10:00:00,33.78,Wednesday,False,False
rtc_SYN000427,evt_SYN000085,sub_SYN00049,payday_window,2025-09-28 10:00:00,129.78,Sunday,True,False
rtc_SYN000428,evt_SYN000085,sub_SYN00049,plus_3_days,2025-09-26 16:54:00,88.68,Friday,False,False
rtc_SYN000429,evt_SYN000085,sub_SYN00049,month_end_window,2025-09-30 18:00:00,185.78,Tuesday,True,True
rtc_SYN000430,evt_SYN000086,sub_SYN00050,immediate,2026-02-22 20:00:00,1.3,Sunday,False,False
rtc_SYN000431,evt_SYN000086,sub_SYN00050,plus_1_day_morning,2026-02-23 10:49:00,16.12,Monday,False,False
rtc_SYN000432,evt_SYN000086,sub_SYN00050,payday_window,2026-02-26 10:00:00,87.3,Thursday,True,False
rtc_SYN000433,evt_SYN000086,sub_SYN00050,plus_3_days,2026-02-25 19:51:00,73.15,Wednesday,True,False
rtc_SYN000434,evt_SYN000086,sub_SYN00050,month_end_window,2026-02-28 18:00:00,143.3,Saturday,True,True
rtc_SYN000435,evt_SYN000087,sub_SYN00051,immediate,2026-04-09 20:51:00,0.52,Thursday,False,False
rtc_SYN000436,evt_SYN000087,sub_SYN00051,plus_1_day_morning,2026-04-10 10:49:00,14.48,Friday,False,False
rtc_SYN000437,evt_SYN000087,sub_SYN00051,payday_window,2026-04-28 10:00:00,445.67,Tuesday,True,False
rtc_SYN000438,evt_SYN000087,sub_SYN00051,plus_3_days,2026-04-12 12:40:00,64.33,Sunday,False,False
rtc_SYN000439,evt_SYN000087,sub_SYN00051,month_end_window,2026-04-30 18:00:00,501.67,Thursday,True,True
rtc_SYN000440,evt_SYN000088,sub_SYN00052,immediate,2026-01-23 07:51:00,0.12,Friday,False,False
rtc_SYN000441,evt_SYN000088,sub_SYN00052,plus_1_day_morning,2026-01-24 11:36:00,27.87,Saturday,False,False
rtc_SYN000442,evt_SYN000088,sub_SYN00052,payday_window,2026-01-29 10:00:00,146.27,Thursday,True,False
rtc_SYN000443,evt_SYN000088,sub_SYN00052,plus_3_days,2026-01-26 17:49:00,82.08,Monday,False,False
rtc_SYN000444,evt_SYN000088,sub_SYN00052,month_end_window,2026-01-31 18:00:00,202.27,Saturday,True,True
rtc_SYN000445,evt_SYN000089,sub_SYN00052,immediate,2026-03-03 23:45:00,0.5,Tuesday,True,False
rtc_SYN000446,evt_SYN000089,sub_SYN00052,plus_1_day_morning,2026-03-04 09:51:00,10.6,Wednesday,True,False
rtc_SYN000447,evt_SYN000089,sub_SYN00052,payday_window,2026-03-29 10:00:00,610.75,Sunday,True,False
rtc_SYN000448,evt_SYN000089,sub_SYN00052,plus_3_days,2026-03-06 10:49:00,59.57,Friday,False,False
rtc_SYN000449,evt_SYN000089,sub_SYN00052,month_end_window,2026-03-31 18:00:00,666.75,Tuesday,True,True
rtc_SYN000450,evt_SYN000090,sub_SYN00052,immediate,2026-04-03 12:56:00,0.63,Friday,True,False
rtc_SYN000451,evt_SYN000090,sub_SYN00052,plus_1_day_morning,2026-04-04 10:30:00,22.2,Saturday,True,False
rtc_SYN000452,evt_SYN000090,sub_SYN00052,payday_window,2026-04-28 10:00:00,597.7,Tuesday,True,False
rtc_SYN000453,evt_SYN000090,sub_SYN00052,plus_3_days,2026-04-06 16:50:00,76.53,Monday,False,False
rtc_SYN000454,evt_SYN000090,sub_SYN00052,month_end_window,2026-04-30 18:00:00,653.7,Thursday,True,True
rtc_SYN000455,evt_SYN000091,sub_SYN00053,immediate,2025-08-06 13:02:00,0.75,Wednesday,False,False
rtc_SYN000456,evt_SYN000091,sub_SYN00053,plus_1_day_morning,2025-08-07 08:25:00,20.13,Thursday,False,False
rtc_SYN000457,evt_SYN000091,sub_SYN00053,payday_window,2025-08-29 10:00:00,549.72,Friday,True,False
rtc_SYN000458,evt_SYN000091,sub_SYN00053,plus_3_days,2025-08-09 15:45:00,75.47,Saturday,False,False
