event_id,subscription_id,failure_timestamp,day_of_month,days_to_nearest_payday_window,error_reason,amount,prior_if_failure_count,prior_if_self_resolved_rate,tenure_days,plan_tier,monthly_amount,primary_instrument,city_tier,signup_date,bank_network_conditions,issuing_bank_downtime_flag,network_latency_bucket,is_month_end_settlement_rush,app_version,device_build,ui_theme,recovered_within_14d,recovered_at,recovered_via,final_amount_recovered
evt_SYN000179,sub_SYN00116,2026-04-28 12:33:00,28,0,insufficient_fund,417.0,0,,17,mid,417,debit_card,tier_1,2026-04-11,good,False,low,False,4.2.0,build_A1,system,True,2026-05-01 03:10:00,customer_self_serve,417.0
evt_SYN000180,sub_SYN00116,2026-05-25 07:50:00,25,4,insufficient_fund,417.0,1,1.0,44,mid,417,debit_card,tier_1,2026-04-11,good,False,medium,False,4.3.1,build_B7,light,True,2026-06-03 11:24:00,customer_self_serve,417.0
evt_SYN000181,sub_SYN00116,2026-07-03 04:29:00,3,0,insufficient_fund,417.0,2,1.0,83,mid,417,debit_card,tier_1,2026-04-11,good,False,low,False,4.4.0,build_A1,light,True,2026-07-13 11:48:00,customer_self_serve,417.0
evt_SYN000182,sub_SYN00116,2026-07-16 06:07:00,16,13,insufficient_fund,417.0,3,1.0,96,mid,417,debit_card,tier_1,2026-04-11,good,False,low,False,4.4.0,build_B7,dark,True,2026-07-23 12:04:00,auto_retry,417.0
evt_SYN000183,sub_SYN00117,2026-04-25 07:26:00,25,3,insufficient_fund,381.0,0,,60,mid,381,credit_card,tier_2,2026-02-24,poor,False,low,False,4.3.1,build_B7,light,True,2026-05-07 08:19:00,customer_self_serve,381.0
evt_SYN000184,sub_SYN00117,2026-05-30 10:17:00,30,0,insufficient_fund,381.0,1,1.0,95,mid,381,credit_card,tier_2,2026-02-24,good,False,low,True,5.0.0,build_B7,light,True,2026-06-13 10:17:00,auto_retry,381.0
evt_SYN000185,sub_SYN00117,2026-06-30 00:05:00,30,0,insufficient_fund,381.0,2,0.5,126,mid,381,credit_card,tier_2,2026-02-24,good,False,high,True,5.1.2,build_D9,light,True,2026-06-30 22:54:00,auto_retry,381.0
evt_SYN000188,sub_SYN00120,2026-05-27 07:35:00,27,2,insufficient_fund,2701.0,0,,63,saas,2701,debit_card,tier_3,2026-03-25,good,False,low,False,5.0.0,build_C3,light,True,2026-05-31 19:49:00,auto_retry,2701.0
evt_SYN000189,sub_SYN00120,2026-06-29 12:27:00,29,0,insufficient_fund,2701.0,1,0.0,96,saas,2701,debit_card,tier_3,2026-03-25,poor,False,medium,False,5.0.0,build_C3,dark,False,,none,0.0
evt_SYN000190,sub_SYN00121,2025-02-25 12:26:00,25,1,insufficient_fund,463.0,0,,132,mid,463,debit_card,tier_1,2024-10-16,good,False,medium,False,5.0.0,build_A1,light,True,2025-02-26 14:32:00,auto_retry,463.0
evt_SYN000191,sub_SYN00121,2025-03-31 17:31:00,31,0,insufficient_fund,463.0,1,0.0,166,mid,463,debit_card,tier_1,2024-10-16,good,False,medium,False,5.1.2,build_C3,dark,True,2025-04-03 02:26:00,auto_retry,463.0
evt_SYN000192,sub_SYN00121,2025-04-29 12:03:00,29,0,insufficient_fund,463.0,2,0.0,195,mid,463,debit_card,tier_1,2024-10-16,good,False,medium,False,5.0.0,build_A1,light,True,2025-05-05 05:36:00,auto_retry,463.0
evt_SYN000194,sub_SYN00123,2026-06-14 07:15:00,14,11,insufficient_fund,379.0,0,,393,mid,379,netbanking,tier_2,2025-05-17,good,True,low,False,4.2.0,build_B7,light,True,2026-06-22 06:52:00,auto_retry,379.0
evt_SYN000196,sub_SYN00125,2026-05-12 01:37:00,12,9,insufficient_fund,315.0,0,,158,mid,315,credit_card,tier_1,2025-12-05,good,False,high,False,4.4.0,build_C3,system,True,2026-05-14 10:24:00,customer_self_serve,308.86
evt_SYN000200,sub_SYN00129,2026-06-14 19:45:00,14,11,insufficient_fund,142.0,0,,528,mobile,142,debit_card,tier_1,2025-01-02,good,False,low,False,5.0.0,build_C3,system,True,2026-06-16 20:34:00,auto_retry,142.0
evt_SYN000201,sub_SYN00129,2026-07-14 10:01:00,14,11,insufficient_fund,142.0,1,0.0,558,mobile,142,debit_card,tier_1,2025-01-02,good,False,medium,False,4.4.0,build_D9,dark,True,2026-07-28 10:01:00,auto_retry,142.0
evt_SYN000202,sub_SYN00130,2025-12-14 07:39:00,14,11,insufficient_fund,908.0,0,,39,premium,908,credit_card,tier_2,2025-11-05,good,False,low,False,4.4.0,build_C3,system,True,2025-12-15 12:48:00,auto_retry,908.0
evt_SYN000212,sub_SYN00137,2026-06-09 11:53:00,9,6,insufficient_fund,792.0,0,,93,premium,792,credit_card,tier_1,2026-03-08,good,False,low,False,4.3.1,build_A1,system,True,2026-06-13 04:27:00,auto_retry,792.0
evt_SYN000216,sub_SYN00139,2026-05-06 22:59:00,6,3,insufficient_fund,3907.0,0,,45,saas,3907,debit_card,tier_3,2026-03-22,degraded,False,medium,False,4.4.0,build_E2,system,True,2026-05-10 07:20:00,customer_self_serve,3907.0
evt_SYN000217,sub_SYN00140,2026-06-08 18:47:00,8,5,insufficient_fund,125.0,0,,193,mobile,125,credit_card,tier_3,2025-11-27,poor,False,medium,False,4.4.0,build_E2,light,True,2026-06-08 22:59:00,customer_self_serve,125.0
evt_SYN000219,sub_SYN00142,2026-02-17 20:05:00,17,9,insufficient_fund,865.0,0,,22,premium,865,upi_autopay,tier_3,2026-01-26,good,False,medium,False,4.3.1,build_B7,dark,False,,none,0.0
evt_SYN000220,sub_SYN00143,2025-11-11 03:59:00,11,8,insufficient_fund,429.0,0,,88,mid,429,credit_card,tier_3,2025-08-15,good,False,low,False,4.4.0,build_D9,system,False,,none,0.0
evt_SYN000222,sub_SYN00145,2026-04-28 10:13:00,28,0,insufficient_fund,714.0,0,,138,premium,714,debit_card,tier_1,2025-12-11,good,False,high,False,5.1.2,build_B7,dark,True,2026-04-28 11:25:00,auto_retry,714.0
evt_SYN000223,sub_SYN00146,2025-12-24 15:24:00,24,5,insufficient_fund,4516.0,0,,339,saas,4516,credit_card,tier_1,2025-01-19,good,True,low,False,4.4.0,build_A1,light,True,2025-12-26 08:10:00,customer_self_serve,4516.0
evt_SYN000224,sub_SYN00147,2024-11-04 20:08:00,4,1,insufficient_fund,95.0,0,,22,mobile,95,debit_card,tier_1,2024-10-13,good,False,low,False,5.1.2,build_C3,light,True,2024-11-07 15:50:00,auto_retry,95.0
evt_SYN000225,sub_SYN00147,2024-12-02 06:32:00,2,0,insufficient_fund,95.0,1,0.0,50,mobile,95,debit_card,tier_1,2024-10-13,good,False,low,False,5.0.0,build_D9,dark,True,2024-12-04 14:00:00,auto_retry,95.0
evt_SYN000226,sub_SYN00148,2025-12-23 16:59:00,23,6,insufficient_fund,414.0,0,,453,mid,414,upi_autopay,tier_2,2024-09-26,degraded,False,medium,False,4.2.0,build_C3,dark,True,2025-12-25 11:43:00,auto_retry,414.0
evt_SYN000227,sub_SYN00149,2026-02-18 06:56:00,18,8,insufficient_fund,169.0,0,,135,mobile,169,upi_autopay,tier_1,2025-10-06,good,False,low,False,4.3.1,build_A1,dark,True,2026-02-18 20:49:00,auto_retry,169.0
evt_SYN000228,sub_SYN00150,2025-08-27 22:33:00,27,2,insufficient_fund,406.0,0,,94,mid,406,credit_card,tier_2,2025-05-25,good,False,medium,False,4.3.1,build_A1,dark,True,2025-08-28 06:40:00,customer_self_serve,406.0
evt_SYN000229,sub_SYN00150,2025-09-07 03:57:00,7,4,insufficient_fund,406.0,1,1.0,105,mid,406,credit_card,tier_2,2025-05-25,good,False,medium,False,4.4.0,build_D9,system,False,,none,0.0
evt_SYN000230,sub_SYN00150,2025-10-16 11:49:00,16,13,insufficient_fund,406.0,2,0.5,144,mid,406,credit_card,tier_2,2025-05-25,good,False,medium,False,5.1.2,build_D9,dark,True,2025-10-21 00:41:00,auto_retry,406.0
evt_SYN000233,sub_SYN00152,2026-03-25 11:13:00,25,4,insufficient_fund,365.0,0,,104,mid,365,credit_card,tier_1,2025-12-11,degraded,False,high,False,4.3.1,build_C3,light,True,2026-03-27 08:35:00,auto_retry,365.0
evt_SYN000234,sub_SYN00153,2026-04-25 16:02:00,25,3,insufficient_fund,358.0,0,,76,mid,358,debit_card,tier_3,2026-02-08,good,False,low,False,4.4.0,build_C3,system,True,2026-04-28 22:13:00,auto_retry,358.0
evt_SYN000235,sub_SYN00153,2026-05-26 02:19:00,26,3,insufficient_fund,358.0,1,0.0,107,mid,358,debit_card,tier_3,2026-02-08,good,False,low,False,4.3.1,build_B7,system,True,2026-05-26 16:11:00,auto_retry,351.76
evt_SYN000236,sub_SYN00154,2024-09-29 09:20:00,29,0,insufficient_fund,306.0,0,,49,mid,306,upi_autopay,tier_1,2024-08-11,good,False,low,True,4.3.1,build_B7,light,True,2024-09-29 11:57:00,customer_self_serve,306.0
evt_SYN000240,sub_SYN00157,2025-08-20 04:55:00,20,9,insufficient_fund,764.0,0,,78,premium,764,netbanking,tier_2,2025-06-03,good,False,low,False,5.1.2,build_C3,system,True,2025-08-23 12:08:00,auto_retry,734.59
evt_SYN000244,sub_SYN00159,2026-06-03 05:07:00,3,0,insufficient_fund,389.0,0,,373,mid,389,debit_card,tier_2,2025-05-26,degraded,False,medium,False,5.1.2,build_A1,system,True,2026-06-04 10:58:00,auto_retry,389.0
evt_SYN000245,sub_SYN00159,2026-07-05 09:26:00,5,2,insufficient_fund,389.0,1,0.0,405,mid,389,debit_card,tier_2,2025-05-26,good,False,low,False,4.4.0,build_B7,system,False,,none,0.0
evt_SYN000246,sub_SYN00159,2026-08-16 07:32:00,16,13,insufficient_fund,389.0,2,0.0,447,mid,389,debit_card,tier_2,2025-05-26,good,False,low,False,5.0.0,build_D9,dark,False,,none,0.0
evt_SYN000247,sub_SYN00160,2026-04-18 05:35:00,18,10,insufficient_fund,2573.0,0,,332,saas,2573,upi_autopay,tier_1,2025-05-21,good,False,high,False,4.4.0,build_D9,dark,True,2026-04-18 11:19:00,customer_self_serve,2573.0
evt_SYN000248,sub_SYN00161,2026-02-02 14:54:00,2,0,insufficient_fund,178.0,0,,186,mobile,178,credit_card,tier_1,2025-07-31,good,False,medium,False,5.0.0,build_C3,dark,False,,none,0.0
evt_SYN000250,sub_SYN00163,2026-06-20 01:25:00,20,8,insufficient_fund,122.0,0,,107,mobile,122,credit_card,tier_2,2026-03-05,good,False,low,False,4.2.0,build_E2,system,True,2026-06-21 08:16:00,auto_retry,122.0
evt_SYN000251,sub_SYN00164,2025-12-06 10:15:00,6,3,insufficient_fund,335.0,0,,490,mid,335,netbanking,tier_2,2024-08-03,good,False,low,False,5.1.2,build_B7,dark,True,2025-12-06 20:50:00,auto_retry,288.08
evt_SYN000252,sub_SYN00164,2026-01-02 12:13:00,2,0,insufficient_fund,335.0,1,0.0,517,mid,335,netbanking,tier_2,2024-08-03,good,False,medium,False,4.3.1,build_A1,dark,True,2026-01-04 15:20:00,auto_retry,335.0
evt_SYN000253,sub_SYN00165,2025-09-15 16:18:00,15,12,insufficient_fund,316.0,0,,79,mid,316,credit_card,tier_2,2025-06-28,good,False,low,False,5.1.2,build_C3,system,True,2025-09-17 15:38:00,auto_retry,316.0
evt_SYN000254,sub_SYN00165,2026-01-21 11:55:00,21,8,insufficient_fund,316.0,1,0.0,207,mid,316,credit_card,tier_2,2025-06-28,degraded,False,low,False,5.1.2,build_C3,light,True,2026-01-22 19:23:00,auto_retry,316.0
evt_SYN000257,sub_SYN00167,2026-05-20 08:29:00,20,9,insufficient_fund,328.0,0,,103,mid,328,credit_card,tier_1,2026-02-06,good,False,medium,False,4.2.0,build_E2,dark,False,,none,0.0
evt_SYN000258,sub_SYN00167,2026-05-31 11:43:00,31,0,insufficient_fund,328.0,1,0.0,114,mid,328,credit_card,tier_1,2026-02-06,degraded,False,low,False,5.1.2,build_E2,dark,False,,none,0.0
evt_SYN000262,sub_SYN00171,2026-06-20 22:51:00,20,8,insufficient_fund,184.0,0,,41,mobile,184,debit_card,tier_3,2026-05-10,good,False,low,False,4.2.0,build_D9,system,True,2026-06-29 08:17:00,auto_retry,171.98
evt_SYN000263,sub_SYN00171,2026-07-25 03:15:00,25,4,insufficient_fund,184.0,1,0.0,76,mobile,184,debit_card,tier_3,2026-05-10,good,False,medium,False,4.2.0,build_B7,dark,False,,none,0.0
evt_SYN000264,sub_SYN00172,2026-06-04 11:15:00,4,1,insufficient_fund,375.0,0,,87,mid,375,debit_card,tier_2,2026-03-09,poor,False,low,False,5.0.0,build_B7,dark,True,2026-06-07 10:43:00,auto_retry,375.0
evt_SYN000266,sub_SYN00174,2025-11-06 14:40:00,6,3,insufficient_fund,79.0,0,,19,mobile,79,credit_card,tier_3,2025-10-18,good,False,low,False,4.2.0,build_B7,system,True,2025-11-09 04:25:00,auto_retry,79.0
evt_SYN000268,sub_SYN00176,2026-03-21 12:26:00,21,8,insufficient_fund,1287.0,0,,254,saas,1287,debit_card,tier_3,2025-07-10,good,False,medium,False,5.1.2,build_C3,system,False,,none,0.0
evt_SYN000269,sub_SYN00177,2026-01-31 07:41:00,31,0,insufficient_fund,494.0,0,,160,mid,494,credit_card,tier_2,2025-08-24,degraded,False,low,False,4.4.0,build_E2,system,False,,none,0.0
evt_SYN000278,sub_SYN00181,2025-07-18 08:39:00,18,11,insufficient_fund,1570.0,0,,255,saas,1570,netbanking,tier_2,2024-11-05,poor,False,high,False,4.2.0,build_D9,light,False,,none,0.0
evt_SYN000279,sub_SYN00181,2025-08-16 00:53:00,16,13,insufficient_fund,1570.0,1,0.0,284,saas,1570,netbanking,tier_2,2024-11-05,degraded,False,low,False,4.3.1,build_E2,system,False,,none,0.0
evt_SYN000281,sub_SYN00183,2025-08-16 18:26:00,16,13,insufficient_fund,373.0,0,,40,mid,373,debit_card,tier_1,2025-07-07,good,False,low,False,4.2.0,build_C3,dark,True,2025-08-21 22:34:00,auto_retry,373.0
evt_SYN000285,sub_SYN00185,2025-01-16 06:07:00,16,13,insufficient_fund,4315.0,0,,144,saas,4315,debit_card,tier_2,2024-08-25,good,False,medium,True,5.0.0,build_C3,system,False,,none,0.0
evt_SYN000286,sub_SYN00185,2025-02-14 12:43:00,14,11,insufficient_fund,4315.0,1,0.0,173,saas,4315,debit_card,tier_2,2024-08-25,good,False,high,False,4.2.0,build_B7,system,False,,none,0.0
evt_SYN000287,sub_SYN00185,2025-03-16 19:12:00,16,13,insufficient_fund,4315.0,2,0.0,203,saas,4315,debit_card,tier_2,2024-08-25,good,False,low,False,4.2.0,build_E2,light,True,2025-03-18 01:59:00,customer_self_serve,4315.0
evt_SYN000288,sub_SYN00186,2026-03-10 01:40:00,10,7,insufficient_fund,888.0,0,,156,premium,888,upi_autopay,tier_1,2025-10-05,degraded,False,high,False,5.0.0,build_C3,system,False,,none,0.0
evt_SYN000289,sub_SYN00187,2026-05-14 21:51:00,14,11,insufficient_fund,3237.0,0,,18,saas,3237,credit_card,tier_1,2026-04-26,good,False,low,False,4.3.1,build_A1,system,True,2026-05-15 15:20:00,auto_retry,3237.0
evt_SYN000290,sub_SYN00188,2026-03-23 23:22:00,23,6,insufficient_fund,191.0,0,,170,mobile,191,upi_autopay,tier_1,2025-10-04,good,False,medium,False,5.0.0,build_D9,light,False,,none,0.0
evt_SYN000291,sub_SYN00188,2026-04-26 01:40:00,26,2,insufficient_fund,191.0,1,0.0,204,mobile,191,upi_autopay,tier_1,2025-10-04,good,False,low,False,4.4.0,build_C3,dark,True,2026-05-07 17:34:00,auto_retry,191.0
evt_SYN000292,sub_SYN00188,2026-05-17 10:38:00,17,12,insufficient_fund,191.0,2,0.0,225,mobile,191,upi_autopay,tier_1,2025-10-04,degraded,False,low,False,5.0.0,build_B7,light,True,2026-05-22 01:45:00,auto_retry,191.0
evt_SYN000293,sub_SYN00189,2025-01-07 16:10:00,7,4,insufficient_fund,669.0,0,,47,premium,669,debit_card,tier_1,2024-11-21,good,False,low,False,4.2.0,build_C3,light,False,,none,0.0
evt_SYN000295,sub_SYN00191,2025-03-01 02:59:00,1,0,insufficient_fund,85.0,0,,69,mobile,85,debit_card,tier_1,2024-12-22,good,False,high,False,4.4.0,build_A1,light,True,2025-03-02 12:01:00,auto_retry,85.0
evt_SYN000296,sub_SYN00192,2025-12-24 03:26:00,24,5,insufficient_fund,427.0,0,,397,mid,427,credit_card,tier_1,2024-11-22,good,False,medium,False,4.3.1,build_A1,light,True,2025-12-24 23:17:00,customer_self_serve,427.0
evt_SYN000297,sub_SYN00193,2026-03-08 17:46:00,8,5,insufficient_fund,465.0,0,,64,mid,465,credit_card,tier_2,2026-01-03,good,False,low,False,5.1.2,build_D9,system,True,2026-03-14 10:33:00,customer_self_serve,465.0
evt_SYN000298,sub_SYN00193,2026-04-11 10:24:00,11,8,insufficient_fund,465.0,1,1.0,98,mid,465,credit_card,tier_2,2026-01-03,good,False,medium,False,5.1.2,build_C3,system,True,2026-04-11 16:53:00,auto_retry,465.0
evt_SYN000299,sub_SYN00193,2026-05-03 08:28:00,3,0,insufficient_fund,465.0,2,0.5,120,mid,465,credit_card,tier_2,2026-01-03,good,False,high,False,5.0.0,build_A1,light,True,2026-05-08 14:00:00,auto_retry,465.0
evt_SYN000300,sub_SYN00193,2026-06-01 17:16:00,1,0,insufficient_fund,465.0,3,0.3333333333333333,149,mid,465,credit_card,tier_2,2026-01-03,good,False,low,False,4.3.1,build_B7,light,True,2026-06-09 23:14:00,auto_retry,465.0
evt_SYN000305,sub_SYN00196,2026-01-14 05:35:00,14,11,insufficient_fund,749.0,0,,310,premium,749,credit_card,tier_2,2025-03-10,poor,False,low,False,4.3.1,build_A1,light,True,2026-01-14 14:33:00,customer_self_serve,749.0
evt_SYN000306,sub_SYN00196,2026-02-17 16:59:00,17,9,insufficient_fund,749.0,1,1.0,344,premium,749,credit_card,tier_2,2025-03-10,good,False,medium,False,4.2.0,build_A1,light,True,2026-02-22 23:45:00,auto_retry,749.0
evt_SYN000307,sub_SYN00196,2026-03-16 10:26:00,16,13,insufficient_fund,749.0,2,0.5,371,premium,749,credit_card,tier_2,2025-03-10,good,False,medium,False,4.3.1,build_E2,dark,True,2026-03-17 06:24:00,auto_retry,749.0
evt_SYN000308,sub_SYN00197,2026-06-14 10:16:00,14,11,insufficient_fund,170.0,0,,15,mobile,170,credit_card,tier_2,2026-05-30,good,False,low,False,5.1.2,build_A1,system,False,,none,0.0
evt_SYN000309,sub_SYN00197,2026-07-15 09:05:00,15,12,insufficient_fund,170.0,1,0.0,46,mobile,170,credit_card,tier_2,2026-05-30,good,False,low,False,4.3.1,build_E2,light,True,2026-07-22 14:00:00,customer_self_serve,170.0
evt_SYN000310,sub_SYN00197,2026-08-04 16:25:00,4,1,insufficient_fund,170.0,2,0.5,66,mobile,170,credit_card,tier_2,2026-05-30,good,False,low,False,4.4.0,build_A1,system,True,2026-08-18 16:25:00,auto_retry,170.0
